,workload,cpu,memory,start,end,cpu_util_avg,runtime,total CPU power (W),total DRAM power (W),total power (W),total CPU dynamic power (W),total DRAM dynamic power (W),total dynamic power (W),proportional CPU dynamic power (W),proportional DRAM dynamic power (W),proportional dynamic power (W),proportional CPU static power (W),proportional DRAM static power (W),proportional static power (W),proportional CPU static energy (J),proportional DRAM static energy (J),proportional static energy (J),proportional CPU dynamic energy (J),proportional DRAM dynamic energy (J),proportional dynamic energy (J),proportional total energy (J),CPU Embodied Carbon (gCO2e),Memory Embodied Carbon (gCO2e),Total Embodied Carbon (gCO2e)
0,pgbench-100,48,96,2025-02-17 00:26:54.379900,2025-02-17 00:31:04.379900,44.30523306451613,2.203549733522528,327.9051788301014,31.82587574329137,359.7310545733928,292.40539549676805,29.015059076624706,321.4204545733928,161.26802933013445,16.00244547551933,177.27047480565378,17.74989166666667,1.4054083333333331,19.155300000000004,39.11276905213708,3.0968871584070063,42.20965621054408,355.362123056121,35.2621844632894,390.6243075194104,432.8339637299545,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
1,suffixArray,48,96,2025-02-17 00:26:54.379900,2025-02-17 00:31:07.193900,36.027423387096775,50.54081719523029,327.9051788301014,31.82587574329137,359.7310545733928,292.40539549676805,29.015059076624706,321.4204545733928,131.1373661666336,13.012613601105372,144.14997976773898,17.74989166666667,1.4054083333333331,19.155300000000004,897.0940299601417,71.03048565965327,968.1245156197948,6627.789650891807,657.6681252456339,7285.45777613744,8253.582291757235,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
