,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,backForwardBFS,breadthFirstSearch,15,48,96,"[10.949, 10.788, 10.732, 10.636, 10.649, 10.754, 10.689, 10.643]",10.729557168281668,2024-11-14 23:55:02.432200,2024-11-14 23:56:28.272200,0.0335,85.8735,85.84
1,backForwardBFS,breadthFirstSearch,15,48,96,"[10.899, 10.594, 10.677, 10.747, 10.703, 10.629, 10.71, 10.689]",10.705660063962073,2024-11-14 23:55:02.398700,2024-11-14 23:56:28.046700,0.0,85.648,85.648
