,Unnamed: 0,workload,cpu,memory,start,end
0,0,faiss,48,96,2025-02-17 08:51:19.097236,2025-02-17 08:56:43.767464
1,1,removeDuplicates,48,96,2025-02-17 08:50:51.663600,2025-02-17 08:53:31.146600
