,Unnamed: 0,workload,cpu,memory,start,end
0,0,wordCounts,48,96,2024-11-14 00:43:22.874000,2024-11-14 00:44:53.876200
1,1,suffixArray,48,96,2024-11-14 00:43:22.874000,2024-11-14 00:44:53.876200
