,Unnamed: 0,workload,cpu,memory,start,end
0,0,breadthFirstSearch,48,96,2024-11-13 23:17:11.908600,2024-11-13 23:19:04.438700
1,1,nBody,48,96,2024-11-13 23:17:11.908600,2024-11-13 23:19:04.438700
