,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,parallelCK,nBody,6,48,96,"[27.539, 27.86, 28.176, 28.91]",28.116688995940557,2024-11-13 23:17:11.953700,2024-11-13 23:19:04.438700,0.0451,112.5301,112.485
1,backForwardBFS,breadthFirstSearch,15,48,96,"[9.197, 8.683, 8.469, 9.174, 8.695, 8.489, 9.042, 8.659]",8.796717644857546,2024-11-13 23:17:11.908600,2024-11-13 23:18:22.316600,0.0,70.408,70.408
