,Unnamed: 0,workload,cpu,memory,start,end
0,0,llama,48,96,2025-02-17 06:53:53,2025-02-17 06:59:29.044080
1,1,faiss,48,96,2025-02-17 06:54:09.115925,2025-02-17 06:58:40.139856
