,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,histogram,wordCounts,60,48,96,"[4.458, 4.273, 4.458, 3.873, 4.025, 3.901, 4.161, 4.133, 4.061, 3.91, 3.778, 3.997, 3.798, 3.474, 3.597, 3.483, 3.512, 3.325, 3.57, 3.585, 3.744, 3.532, 3.888, 3.97, 3.81, 3.974, 3.823, 3.919, 3.54, 3.819, 4.362]",3.8522927609623574,2025-02-17 07:40:13.306900,2025-02-17 07:42:13.059900,0.0,119.753,119.753
