,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,backForwardBFS,breadthFirstSearch,15,48,96,"[10.262, 9.989, 11.276, 10.559, 9.285, 9.939, 9.958, 11.262]",10.296284057222962,2024-11-13 22:35:46.812500,2024-11-13 22:37:09.342500,0.0,82.53,82.53
1,parallelKS,suffixArray,3,48,96,"[49.915, 50.706]",50.30894542722993,2024-11-13 22:35:46.833000,2024-11-13 22:37:27.454000,0.0205,100.6415,100.621
