,input,rounds,cpus,memory,geomean,start,end,Average CPU Dynamic Energy per Round,Average DRAM Dynamic Energy per Round,Average CPU Energy per Round Unscaled,Average DRAM Energy per Round Unscaled,Average CPU Energy per Round,Average DRAM Energy per Round,Average CPU Utilization,Average CPU Power,Average DRAM Power,CPU-seconds,Memory-seconds,CPU Embodied CI (gCO2eq/CPU-s),Memory Embodied CI (gCO2eq/GiB-s),Total Energy per Round,CPU Operational Carbon,Memory Operational Carbon,Total Operational Carbon,CPU Embodied Carbon,Memory Embodied Carbon,Total Embodied Carbon,Total Carbon Footprint,workload,Grid CI (gCO2eq/kWh),Min CF,Min Runtime,Min Energy,Min Embodied,CF Improvement over Perf-Optimal (%),CF Improvement over Energy-Optimal (%),CF Improvement over Embodied-Optimal (%),CF Improvement over CF-Optimal (%)
854,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.2498375271705701,0.0291393780220291,0.2789769051925992,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.3344259753574505,suffixArray,100,True,False,False,False,21.709038040925385,2.3595656282357025,6.10442598795603,-0.0
932,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.2748212798876271,0.032053315824232,0.3068745957118591,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.3623236658767104,suffixArray,110,True,False,False,False,20.561769866577546,2.1659562337951783,6.2857570277497485,-0.0
1010,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.2998050326046841,0.0349672536264349,0.3347722862311191,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.3902213563959704,suffixArray,120,True,False,False,False,19.55144619962669,1.9994178492770676,6.4406042457263695,-0.0
1088,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.3247887853217411,0.0378811914286378,0.362669976750379,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.4181190469152303,suffixArray,130,True,False,False,False,18.654928303784736,1.8546437576417107,6.574374812940552,-0.0
1166,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.3497725380387981,0.0407951292308407,0.3905676672696389,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.4460167374344902,suffixArray,140,True,False,False,False,17.85401233071142,1.727629198768162,6.691097726108162,-0.0
1244,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.3747562907558551,0.0437090670330436,0.4184653577888988,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.4739144279537501,suffixArray,150,True,False,False,False,17.134180311872377,1.6152951643452138,6.793836589843266,-0.0
1322,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.3997400434729122,0.0466230048352466,0.4463630483081588,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.5018121184730101,suffixArray,160,True,False,False,False,16.483712218418663,1.5152355129737354,6.884962423060862,-0.0
1400,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.4247237961899692,0.0495369426374495,0.4742607388274187,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.52970980899227,suffixArray,170,True,False,False,False,15.893042911209157,1.4255426867878538,6.966338904515214,-0.0
1478,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.4497075489070262,0.0524508804396524,0.5021584293466786,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.5576074995115299,suffixArray,180,True,False,False,False,15.354288647472137,1.3446849307191626,7.039451180389877,-0.0
1556,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.4746913016240832,0.0553648182418553,0.5300561198659385,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.5855051900307897,suffixArray,190,True,False,False,False,14.860893180514505,1.2714180916859321,7.105497325026702,-0.0
1634,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.4996750543411402,0.0582787560440582,0.5579538103851985,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.6134028805500498,suffixArray,200,True,False,False,False,14.407359635324848,1.2047211448802542,7.165454505655227,-0.0
1712,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.5246588070581972,0.0611926938462611,0.5858515009044584,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.6413005710693096,suffixArray,210,True,False,False,False,13.989044847083912,1.1437483200082912,7.220127653808847,-0.0
1790,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.5496425597752542,0.064106631648464,0.6137491914237183,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.6691982615885697,suffixArray,220,True,False,False,False,13.601999820342378,1.0877930463547998,7.270185811598104,-0.0
1868,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.5746263124923113,0.0670205694506669,0.6416468819429784,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.6970959521078297,suffixArray,230,True,False,False,False,13.242844677014972,1.036260447135749,7.316189646685365,-0.0
1946,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.5996100652093683,0.0699345072528699,0.6695445724622382,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.7249936426270895,suffixArray,240,True,False,False,False,12.90866969744015,0.9886461079922215,7.358612541959754,-0.0
2024,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.6245938179264253,0.0728484450550728,0.6974422629814981,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.7528913331463494,suffixArray,250,True,False,False,False,12.596956316039268,0.9445195110974868,7.397856944845051,-0.0
2102,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.6495775706434822,0.0757623828572757,0.725339953500758,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.7807890236656092,suffixArray,260,True,False,False,False,12.30551352983685,0.9035109809934476,7.4342671744381,-0.0
2180,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.6745613233605392,0.0786763206594786,0.7532376440200178,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.808686714184869,suffixArray,270,True,False,False,False,12.032426322290146,0.8653013032865573,7.468139550610964,-0.0
2258,trigramString_500000000000,3,48,56,35.295,2024-10-30 03:01:47.188500,2024-10-30 03:03:33.716400,8367.668551765524,1020.082007970132,9620.633404515524,1119.289782220132,8994.150978140524,1049.0176087930486,3774.6165192850426,272.57779868297274,31.71241768579492,1694.16,1976.52,1.81891991163538e-05,1.2463145624577203e-05,10043.168586933572,0.6995450760775963,0.0815902584616815,0.7811353345392779,0.0308154135749619,0.0246336565898893,0.0554490701648512,0.8365844047041291,suffixArray,280,True,False,False,False,11.776013534680125,0.829613398788461,7.499730476397068,-0.0
