,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,parallelFilterKruskal,minSpanningForest,14,48,96,"[9.716, 8.935, 9.591, 10.447, 11.097, 9.057, 8.683, 9.662]",9.6198996579752,2024-11-13 23:49:43.413000,2024-11-13 23:51:00.601000,0.0,77.188,77.188
1,parallelKS,suffixArray,3,48,96,"[53.461, 54.368]",53.9125926662779,2024-11-13 23:49:43.892800,2024-11-13 23:51:31.721800,0.4798,108.3088,107.829
