,Unnamed: 0,workload,cpu,memory,start,end
0,0,minSpanningForest,48,96,2024-11-13 23:49:43.413000,2024-11-13 23:51:31.721800
1,1,suffixArray,48,96,2024-11-13 23:49:43.413000,2024-11-13 23:51:31.721800
