,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,quickHull,convexHull,3,48,96,"[41.316, 41.327]",41.321499633967804,2024-11-14 00:49:42.054700,2024-11-14 00:51:04.697700,10.9159,93.5589,82.643
1,histogram,wordCounts,42,48,96,"[4.234, 4.107, 4.017, 4.534, 4.207, 3.614, 3.602, 3.635, 3.732, 3.615, 3.837, 3.621, 3.589, 5.599, 3.775, 3.612, 3.737, 4.15, 3.753, 3.775, 3.654, 3.797]",3.8963040292691464,2024-11-14 00:49:31.138800,2024-11-14 00:50:57.334800,0.0,86.196,86.196
