,Unnamed: 0,workload,cpu,memory,start,end
0,0,removeDuplicates,48,96,2024-11-13 21:47:21.043700,2024-11-13 21:48:45.485700
1,1,nearestNeighbors,48,96,2024-11-13 21:47:21.043700,2024-11-13 21:48:45.485700
