,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,octTree,nearestNeighbors,18,48,96,"[7.981, 8.099, 8.228, 9.168, 9.653, 8.749, 8.288, 8.156, 8.065, 8.055]",8.428058076646678,2024-11-13 21:47:21.043700,2024-11-13 21:48:45.485700,0.0,84.442,84.442
1,parlayhash,removeDuplicates,21,48,96,"[7.363, 7.216, 7.166, 7.275, 7.362, 7.409, 7.441, 6.841, 7.029, 7.285, 7.085]",7.222601790505842,2024-11-13 21:47:22.500300,2024-11-13 21:48:41.972300,1.4566,80.9286,79.472
