,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,quickHull,convexHull,3,48,96,"[44.765, 45.364]",45.06350474608028,2024-11-14 01:27:14.329000,2024-11-14 01:28:44.458000,10.3479,100.4769,90.129
1,parallelCK,nBody,6,48,96,"[34.613, 34.313, 34.776, 35.334]",34.757024588292104,2024-11-14 01:27:03.981100,2024-11-14 01:29:23.017100,0.0,139.036,139.036
