,Unnamed: 0,workload,cpu,memory,start,end
0,0,llama,48,96,2025-02-17 08:16:58,2025-02-17 08:22:37.125254
1,1,nBody,48,96,2025-02-17 08:16:57.655200,2025-02-17 08:20:18.840200
