,workload,cpu,memory,start,end,cpu_util_avg,runtime,total CPU power (W),total DRAM power (W),total power (W),total CPU dynamic power (W),total DRAM dynamic power (W),total dynamic power (W),proportional CPU dynamic power (W),proportional DRAM dynamic power (W),proportional dynamic power (W),proportional CPU static power (W),proportional DRAM static power (W),proportional static power (W),proportional CPU static energy (J),proportional DRAM static energy (J),proportional static energy (J),proportional CPU dynamic energy (J),proportional DRAM dynamic energy (J),proportional dynamic energy (J),proportional total energy (J),CPU Embodied Carbon (gCO2e),Memory Embodied Carbon (gCO2e),Total Embodied Carbon (gCO2e)
0,llama,48,96,2025-02-17 08:16:58.000000,2025-02-17 08:22:37.125254,46.73954042553191,74.62475067920303,291.0594212282712,20.82173631518653,311.8811575434577,255.55963789493785,18.010919648519863,273.5705575434577,128.61474898172867,9.064302675513972,137.67905165724267,17.74989166666667,1.4054083333333331,19.155300000000004,1324.581240207864,104.87824647747424,1429.459486685338,9597.843576429785,676.4213272410633,10274.264903670848,11703.724390356188,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
1,nBody,48,96,2025-02-17 08:16:57.655200,2025-02-17 08:20:18.840200,46.13270106382979,33.522909273284434,291.0594212282712,20.82173631518653,311.8811575434577,255.55963789493785,18.010919648519863,273.5705575434577,126.94488891320916,8.94661697300589,135.89150588621504,17.74989166666667,1.4054083333333331,19.155300000000004,595.0280079522942,47.11337605025121,642.1413840025454,4255.561993744682,299.91662908890305,4555.478622833585,5197.62000683613,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
