,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,backForwardBFS,breadthFirstSearch,15,48,96,"[11.189, 10.435, 9.461, 11.34, 10.109, 9.474, 11.415, 10.078]",10.410958346127002,2024-11-13 21:10:29.732700,2024-11-13 21:11:53.233700,0.0,83.501,83.501
1,parlayhash,removeDuplicates,21,48,96,"[7.603, 6.979, 7.328, 7.016, 7.189, 7.225, 6.992, 7.193, 7.113, 7.254, 7.287]",7.196071509160079,2024-11-13 21:10:29.976100,2024-11-13 21:11:49.155100,0.2434,79.4224,79.179
