,input,rounds,cpus,memory,geomean,start,end,Average CPU Dynamic Energy per Round,Average DRAM Dynamic Energy per Round,Average CPU Energy per Round Unscaled,Average DRAM Energy per Round Unscaled,Average CPU Energy per Round,Average DRAM Energy per Round,Average CPU Utilization,Average CPU Power,Average DRAM Power,CPU-seconds,Memory-seconds,CPU Embodied CI (gCO2eq/CPU-s),Memory Embodied CI (gCO2eq/GiB-s),Total Energy per Round,CPU Operational Carbon,Memory Operational Carbon,Total Operational Carbon,CPU Embodied Carbon,Memory Embodied Carbon,Total Embodied Carbon,Total Carbon Footprint,workload,Grid CI (gCO2eq/kWh),Min CF,Min Runtime,Min Energy,Min Embodied
0,3Dgrid_J_640000000,10,80,40,5.768,2024-11-08 02:40:26.578300,2024-11-08 02:41:24.266900,1577.7264955666667,208.3807122444444,1782.4892458333334,224.59350277777773,1748.362120788889,211.75837693888883,8009.805104166667,309.0307291666667,38.93784722222222,461.44,230.72,1.81891991163538e-05,1.2463145624577203e-05,1960.1204977277775,0.0,0.0,0.0,0.0083932240402502,0.0028754969585024,0.0112687209987527,0.0112687209987527,breadthFirstSearch,0,False,False,False,False
1,3Dgrid_J_640000000,10,16,8,5193.736,2024-11-10 22:36:50.882300,2024-11-11 13:02:33.630600,422149.6039786789,63990.54793619697,606526.1066692123,78589.18764726364,452879.02109376783,64598.82459082475,244.3353866711916,116.7803112574864,15.13153299421912,83099.776,41549.888,1.81891991163538e-05,1.2463145624577203e-05,517477.8456845926,0.0,0.0,0.0,1.5115183721883985,0.5178423048288728,2.029360677017271,2.029360677017271,breadthFirstSearch,0,False,False,False,False
2,3Dgrid_J_640000000,10,48,24,52.044,2024-11-08 06:01:01.333400,2024-11-08 06:11:26.328300,7777.937883697597,860.164942116437,9625.488607497597,1006.451084716437,8701.713245597597,878.450709941437,1568.4425088112785,184.94905479013136,19.33846523550144,2498.112,1249.056,1.81891991163538e-05,1.2463145624577203e-05,9580.163955539034,0.0,0.0,0.0,0.0454386565829528,0.0155671668212519,0.0610058234042047,0.0610058234042047,breadthFirstSearch,0,False,False,False,False
3,3Dgrid_J_640000000,10,80,48,5.759,2024-10-28 04:27:53.182500,2024-10-28 04:28:50.786900,1506.6017197833337,201.87328594710144,1711.044972,218.0607791304348,1676.9710966305556,205.9201592429348,8013.994852173912,297.108,37.86434782608696,460.72,276.432,1.81891991163538e-05,1.2463145624577203e-05,1882.8912558734903,0.0,0.0,0.0,0.0083801278168865,0.0034452122712931,0.0118253400881796,0.0118253400881796,breadthFirstSearch,0,False,False,False,False
4,3Dgrid_J_640000000,10,96,48,5.542,2024-10-28 03:53:34.410900,2024-10-28 03:54:29.843400,1490.7610493173916,196.99128555507244,1687.5008485507249,212.5688315217391,1687.5008485507249,200.8856720467391,9570.060923913044,304.493115942029,38.35597826086956,532.0319999999999,266.016,1.81891991163538e-05,1.2463145624577203e-05,1888.386520597464,0.0,0.0,0.0,0.0096772359842719,0.0033153961464675,0.0129926321307394,0.0129926321307394,breadthFirstSearch,0,False,False,False,False
5,3Dgrid_J_640000000,10,32,192,9.465,2024-10-27 22:26:32.367300,2024-10-27 22:28:07.027700,2111.279974559524,260.4044678690476,2447.285423809524,287.00884761904763,2223.2817909761907,287.00884761904763,3203.1534285714283,258.5615873015873,30.323174603174603,302.88,1817.28,1.81891991163538e-05,1.2463145624577203e-05,2510.2906385952383,0.0,0.0,0.0,0.0055091446283612,0.0226490252806316,0.0281581699089929,0.0281581699089929,breadthFirstSearch,0,False,False,False,False
6,3Dgrid_J_640000000,10,32,40,9.492,2024-11-08 03:39:44.203600,2024-11-08 03:41:19.128000,2132.346814827848,272.0453838962025,2469.310758227848,298.7256556962025,2244.6681292945145,277.60377385453586,3201.2310970464137,260.1465189873417,31.47130801687764,303.744,379.68000000000006,1.81891991163538e-05,1.2463145624577203e-05,2522.2719031490506,0.0,0.0,0.0,0.0055248600963977,0.0047320071307394,0.0102568672271372,0.0102568672271372,breadthFirstSearch,0,False,False,False,False
7,3Dgrid_J_640000000,10,48,72,7.114,2024-11-08 00:19:39.919800,2024-11-08 00:20:51.071200,1787.381015732864,233.2442147403756,2039.9264743661968,253.24036450704224,1913.6537450495307,240.7427709028756,4812.934295774648,286.7481690140845,35.597464788732395,341.472,512.208,1.81891991163538e-05,1.2463145624577203e-05,2154.3965159524064,0.0,0.0,0.0,0.0062111022006595,0.0063837228940734,0.012594825094733,0.012594825094733,breadthFirstSearch,0,False,False,False,False
8,3Dgrid_J_640000000,10,32,8,4145.238,2024-11-10 09:16:07.018300,2024-11-10 20:47:00.245500,404085.2242777031,54941.0863847687,551240.2751428031,66592.5904424687,453136.90789940313,55426.5657205062,382.4088745830023,132.98157431317648,16.064841256996267,132647.616,33161.904,1.81891991163538e-05,1.2463145624577203e-05,508563.4736199093,0.0,0.0,0.0,2.412753899733638,0.4133016387402493,2.8260555384738875,2.8260555384738875,breadthFirstSearch,0,False,False,False,False
9,3Dgrid_J_640000000,10,80,80,5.762,2024-10-28 00:14:33.890900,2024-10-28 00:15:31.524500,1511.742616433333,201.0815787144928,1716.2923679999997,217.2775043478261,1682.2007427388887,207.82988106171496,8011.930034782608,297.864,37.70869565217392,460.96,460.96,1.81891991163538e-05,1.2463145624577203e-05,1890.030623800604,0.0,0.0,0.0,0.0083844932246744,0.0057450116071051,0.0141295048317795,0.0141295048317795,breadthFirstSearch,0,False,False,False,False
10,3Dgrid_J_640000000,10,48,32,7.113,2024-10-29 22:05:09.219200,2024-10-29 22:06:20.359300,1710.0147614031646,223.73245556476792,1962.5247202531648,243.72579451476795,1836.269740828165,227.06467872310125,4812.521898734176,275.9067510548523,34.264838255977494,341.42400000000004,227.616,1.81891991163538e-05,1.2463145624577203e-05,2063.3344195512664,0.0,0.0,0.0,0.0062102291191019,0.0028368113544837,0.0090470404735857,0.0090470404735857,breadthFirstSearch,0,True,False,False,True
11,3Dgrid_J_640000000,10,48,80,7.094,2024-10-28 00:38:55.361800,2024-10-28 00:40:06.308000,1708.058385055932,223.1387821033898,1959.8938480225988,243.0787155367232,1833.9761165392656,231.44708770061203,4814.730494350281,276.27485875706213,34.26539548022598,340.512,567.52,1.81891991163538e-05,1.2463145624577203e-05,2065.4232042398776,0.0,0.0,0.0,0.0061936405695078,0.00707308440486,0.0132667249743679,0.0132667249743679,breadthFirstSearch,0,False,False,False,False
12,3Dgrid_J_640000000,10,64,88,6.748,2024-11-07 23:42:36.467300,2024-11-07 23:43:43.960700,1800.6957366580482,220.7319969490837,2040.2482745913808,239.6993878157504,1960.397428613604,229.42538442963925,6412.958766716196,302.348588410104,35.52154531946508,431.872,593.8240000000001,1.81891991163538e-05,1.2463145624577203e-05,2189.822813043243,0.0,0.0,0.0,0.0078554058007779,0.0074009149873689,0.0152563207881468,0.0152563207881468,breadthFirstSearch,0,False,False,False,False
