,Unnamed: 0,input,rounds,cpus,memory,geomean,start,end,Average CPU Dynamic Energy per Round,Average DRAM Dynamic Energy per Round,Average CPU Energy per Round Unscaled,Average DRAM Energy per Round Unscaled,Average CPU Energy per Round,Average DRAM Energy per Round,Average CPU Utilization,Average CPU Power,Average DRAM Power,CPU-seconds,Memory-seconds,CPU Embodied CI (gCO2eq/CPU-s),Memory Embodied CI (gCO2eq/GiB-s),Total Energy per Round,CPU Operational Carbon,Memory Operational Carbon,Total Operational Carbon,CPU Embodied Carbon,Memory Embodied Carbon,Total Embodied Carbon,Total Carbon Footprint,workload,Grid CI (gCO2eq/kWh)
0,0,3Dgrid_J_640000000,10,80,40,5.768,2024-11-08 02:40:26.578300,2024-11-08 02:41:24.266900,1577.7264955666667,208.3807122444444,1782.4892458333334,224.59350277777773,1748.362120788889,211.75837693888883,8009.805104166667,309.0307291666667,38.93784722222222,461.44,230.72,1.8189199116353798e-05,1.2463145624577203e-05,1960.1204977277778,0.14084028195243828,0.017058313697854932,0.1578985956502932,0.008393224040250297,0.0028754969585024523,0.01126872099875275,0.16916731664904597,breadthFirstSearch,290
1,1,3Dgrid_J_640000000,10,16,8,5193.736,2024-11-10 22:36:50.882300,2024-11-11 13:02:33.630600,422149.6039786789,63990.54793619697,606526.1066692123,78589.18764726364,452879.02109376783,64598.82459082475,244.3353866711916,116.7803112574864,15.13153299421912,83099.776,41549.888,1.8189199116353798e-05,1.2463145624577203e-05,517477.8456845926,36.48192114366463,5.203794203149771,41.6857153468144,1.5115183721883985,0.5178423048288728,2.029360677017271,43.71507602383167,breadthFirstSearch,290
2,2,3Dgrid_J_640000000,10,48,24,52.044,2024-11-08 06:01:01.333400,2024-11-08 06:11:26.328300,7777.937883697597,860.164942116437,9625.488607497597,1006.451084716437,8701.713245597597,878.450709941437,1568.4425088112785,184.94905479013136,19.33846523550144,2498.112,1249.056,1.8189199116353798e-05,1.2463145624577203e-05,9580.163955539034,0.7009713447842508,0.07076408496750465,0.7717354297517555,0.04543865658295282,0.015567166821251904,0.061005823404204726,0.8327412531559601,breadthFirstSearch,290
3,3,3Dgrid_J_640000000,10,80,48,5.759,2024-10-28 04:27:53.182500,2024-10-28 04:28:50.786900,1506.6017197833337,201.87328594710144,1711.044972,218.0607791304348,1676.9710966305556,205.9201592429348,8013.994852173912,297.108,37.86434782608696,460.72,276.432,1.8189199116353798e-05,1.2463145624577203e-05,1882.8912558734905,0.13508933833968365,0.016588012827903082,0.15167735116758674,0.008380127816886523,0.0034452122712931256,0.011825340088179648,0.16350269125576639,breadthFirstSearch,290
4,4,3Dgrid_J_640000000,10,96,48,5.542,2024-10-28 03:53:34.410900,2024-10-28 03:54:29.843400,1490.7610493173916,196.99128555507244,1687.5008485507249,212.5688315217391,1687.5008485507249,200.8856720467391,9570.060923913044,304.493115942029,38.35597826086956,532.0319999999999,266.016,1.8189199116353798e-05,1.2463145624577203e-05,1888.386520597464,0.13593756835547505,0.016182456914876204,0.15212002527035126,0.009677235984271943,0.0033153961464675295,0.012992632130739472,0.16511265740109074,breadthFirstSearch,290
5,5,3Dgrid_J_640000000,10,32,192,9.465,2024-10-27 22:26:32.367300,2024-10-27 22:28:07.027700,2111.279974559524,260.4044678690476,2447.285423809524,287.00884761904763,2223.2817909761907,287.00884761904763,3203.1534285714283,258.5615873015873,30.323174603174603,302.88,1817.28,1.8189199116353798e-05,1.2463145624577203e-05,2510.2906385952383,0.17909769982863757,0.02312015716931217,0.20221785699794975,0.005509144628361239,0.02264902528063166,0.0281581699089929,0.23037602690694264,breadthFirstSearch,290
6,6,3Dgrid_J_640000000,10,32,40,9.492,2024-11-08 03:39:44.203600,2024-11-08 03:41:19.128000,2132.346814827848,272.0453838962025,2469.310758227848,298.7256556962025,2244.6681292945145,277.60377385453586,3201.2310970464137,260.1465189873417,31.47130801687764,303.744,379.68000000000006,1.8189199116353798e-05,1.2463145624577203e-05,2522.2719031490506,0.18082048819316923,0.022362526227170946,0.20318301442034017,0.005524860096397769,0.004732007130739474,0.010256867227137242,0.2134398816474774,breadthFirstSearch,290
7,7,3Dgrid_J_640000000,10,48,72,7.114,2024-11-08 00:19:39.919800,2024-11-08 00:20:51.071200,1787.381015732864,233.2442147403756,2039.9264743661968,253.24036450704224,1913.6537450495307,240.7427709028756,4812.934295774648,286.7481690140845,35.597464788732395,341.472,512.208,1.8189199116353798e-05,1.2463145624577203e-05,2154.3965159524064,0.15415544057343442,0.01939316765606498,0.17354860822949938,0.006211102200659564,0.00638372289407344,0.012594825094733003,0.1861434333242324,breadthFirstSearch,290
8,8,3Dgrid_J_640000000,10,32,8,4145.238,2024-11-10 09:16:07.018300,2024-11-10 20:47:00.245500,404085.2242777031,54941.0863847687,551240.2751428031,66592.5904424687,453136.90789940313,55426.5657205062,382.4088745830023,132.98157431317648,16.064841256996267,132647.616,33161.904,1.8189199116353798e-05,1.2463145624577203e-05,508563.4736199093,36.50269535856303,4.464917794151888,40.96761315271492,2.412753899733638,0.4133016387402493,2.8260555384738875,43.793668691188806,breadthFirstSearch,290
9,9,3Dgrid_J_640000000,10,80,80,5.762,2024-10-28 00:14:33.890900,2024-10-28 00:15:31.524500,1511.742616433333,201.0815787144928,1716.2923679999997,217.2775043478261,1682.2007427388887,207.82988106171496,8011.930034782608,297.864,37.70869565217392,460.96,460.96,1.8189199116353798e-05,1.2463145624577203e-05,1890.0306238006037,0.13551061538729936,0.016741851529971482,0.15225246691727085,0.008384493224674446,0.005745011607105107,0.014129504831779553,0.1663819717490504,breadthFirstSearch,290
10,10,3Dgrid_J_640000000,10,48,32,7.113,2024-10-29 22:05:09.219200,2024-10-29 22:06:20.359300,1710.0147614031646,223.73245556476792,1962.5247202531648,243.72579451476795,1836.269740828165,227.06467872310125,4812.521898734176,275.9067510548523,34.264838255977494,341.42400000000004,227.616,1.8189199116353798e-05,1.2463145624577203e-05,2063.3344195512664,0.14792172912226884,0.018291321341583157,0.16621305046385199,0.006210229119101979,0.002836811354483765,0.009047040473585745,0.17526009093743772,breadthFirstSearch,290
11,11,3Dgrid_J_640000000,10,48,80,7.094,2024-10-28 00:38:55.361800,2024-10-28 00:40:06.308000,1708.058385055932,223.1387821033898,1959.8938480225988,243.07871553672317,1833.9761165392656,231.44708770061203,4814.730494350281,276.27485875706213,34.26539548022598,340.512,567.52,1.8189199116353798e-05,1.2463145624577203e-05,2065.4232042398776,0.14773696494344085,0.018644348731438193,0.16638131367487904,0.006193640569507865,0.007073084404860055,0.01326672497436792,0.17964803864924697,breadthFirstSearch,290
12,12,3Dgrid_J_640000000,10,64,88,6.748,2024-11-07 23:42:36.467300,2024-11-07 23:43:43.960700,1800.6957366580482,220.7319969490837,2040.2482745913812,239.6993878157504,1960.397428613604,229.42538442963925,6412.958766716196,302.348588410104,35.52154531946508,431.872,593.8240000000001,1.8189199116353798e-05,1.2463145624577203e-05,2189.822813043243,0.15792090397165143,0.018481489301276497,0.17640239327292792,0.007855405800777948,0.007400914987368934,0.015256320788146881,0.1916587140610748,breadthFirstSearch,290
13,13,3Dgrid_J_640000000,10,16,96,17.083,2024-10-27 23:41:21.736600,2024-10-27 23:44:12.573700,2526.815719487827,369.4038210521492,3133.2585181711606,417.4210021688159,2627.889519268382,393.4124116104825,1616.2573856975391,183.41383352872217,24.43487690504103,273.328,1639.9679999999998,1.8189199116353798e-05,1.2463145624577203e-05,3021.301930878865,0.21169110016328635,0.03169155537973331,0.24338265554301966,0.00497161741607475,0.020439160003646626,0.025410777419721378,0.26879343296274105,breadthFirstSearch,290
14,14,3Dgrid_J_640000000,10,16,40,17.166,2024-11-08 04:00:50.799700,2024-11-08 04:03:42.476700,2624.500840186814,391.36637442555417,3233.890120886814,439.6168533255542,2726.0657203034807,401.4185575297208,1614.4595157526269,188.38926487747955,25.60974329054842,274.656,686.64,1.8189199116353798e-05,1.2463145624577203e-05,3127.4842778332013,0.21959973858000262,0.0323364949121164,0.251936233492119,0.004995772672501269,0.00855769431165969,0.01355346698416096,0.26548970047627996,breadthFirstSearch,290
15,15,3Dgrid_J_640000000,10,96,72,5.546,2024-11-07 23:59:21.161600,2024-11-08 00:00:16.630600,1560.7410490971015,204.68185352028988,1757.6228474637685,220.2706427536232,1757.6228474637685,210.52764948278988,9578.263623188404,316.91721014492754,39.71702898550725,532.416,399.312,1.8189199116353798e-05,1.2463145624577203e-05,1968.1504969465584,0.14158628493458136,0.016959171763891407,0.15854545669847278,0.009684220636732625,0.004976683605641173,0.014660904242373797,0.17320636094084657,breadthFirstSearch,290
16,16,3Dgrid_J_640000000,10,64,24,51.669,2024-11-08 05:29:40.081800,2024-11-08 05:39:41.790900,8383.12286479523,867.5172876390166,10217.36116984523,1012.7493739890164,9605.94840149523,885.6712984327665,2061.6422782492928,197.7464469961724,19.600715593276757,3306.816,1240.056,1.8189199116353798e-05,1.2463145624577203e-05,10491.619699927996,0.7738125101204492,0.07134574348486175,0.8451582536053109,0.0601483346651446,0.015454998510630709,0.0756033331757753,0.9207615867810862,breadthFirstSearch,290
17,17,3Dgrid_J_640000000,10,16,32,17.13,2024-10-29 22:48:35.198800,2024-10-29 22:51:26.513000,2499.4189711491226,371.77512979824553,3107.530259649123,419.9244192982456,2600.770852565789,379.8000113815789,1614.0203333333347,181.40865497076024,24.51397660818713,274.08,548.16,1.8189199116353798e-05,1.2463145624577203e-05,2980.570863947368,0.209506540901133,0.03059500091684941,0.2401015418179824,0.004985295693810249,0.00683179790556824,0.011817093599378489,0.25191863541736087,breadthFirstSearch,290
18,18,3Dgrid_J_640000000,10,64,32,6.263,2024-10-29 21:44:39.202100,2024-10-29 21:45:41.840400,1596.633149475346,210.1999742262513,1818.9682924920128,227.80411900958464,1744.8565781531238,213.13399835680684,6413.188785942492,290.4308306709265,36.37300319488818,400.832,200.416,1.8189199116353798e-05,1.2463145624577203e-05,1957.9905765099306,0.14055789101789054,0.01716912764540944,0.15772701866329997,0.007290813060206325,0.002497813793495265,0.00978862685370159,0.16751564551700154,breadthFirstSearch,290
19,19,3Dgrid_J_640000000,10,48,40,7.115,2024-11-08 03:20:21.662000,2024-11-08 03:21:32.822900,1778.8056556678405,232.1025253321596,2031.386614084507,252.10148591549293,1905.0961348761737,236.26897545368735,4812.564042253521,285.5076056338028,35.43239436619718,341.52,284.6,1.8189199116353798e-05,1.2463145624577203e-05,2141.365110329861,0.15346607753169178,0.019032778578213703,0.17249885610990548,0.006211975282217149,0.0035470112447546723,0.009758986526971821,0.1822578426368773,breadthFirstSearch,290
20,20,3Dgrid_J_640000000,10,32,88,9.709,2024-11-07 23:46:39.425400,2024-11-07 23:48:16.527500,2299.532162440196,274.3500751009804,2644.199558823529,301.64029411764704,2414.4212945679737,286.858092150286,3200.767977296181,272.3452012383901,31.06811145510836,310.688,854.3919999999999,1.8189199116353798e-05,1.2463145624577203e-05,2701.27938671826,0.19449504872908677,0.02310801297877304,0.2176030617078598,0.005651165895061728,0.010648411916473765,0.016299577811535494,0.2339026395193953,breadthFirstSearch,290
21,21,3Dgrid_J_640000000,10,80,8,3715.2,2024-11-08 20:19:57.778900,2024-11-09 06:39:14.747500,424248.2845095084,53303.260357470186,556137.0795495084,63746.00643747018,534155.6137095084,53738.37477747018,583.7055647709428,149.69236637314503,17.15816280078332,297216.0,29721.6,1.8189199116353798e-05,1.2463145624577203e-05,587893.9884869786,43.02920221548818,4.328924634851765,47.35812685033995,5.40612100456621,0.37042462899543377,5.776545633561644,53.134672483901596,breadthFirstSearch,290
22,22,3Dgrid_J_640000000,10,96,80,5.524,2024-10-28 00:01:01.662400,2024-10-28 00:01:56.911400,1487.7027808666664,196.80757382424244,1683.8035839999998,212.3345250909091,1683.8035839999998,203.27713685202025,9575.500654545453,304.816,38.438545454545455,530.304,441.92,1.8189199116353798e-05,1.2463145624577203e-05,1887.08072085202,0.13563973315555553,0.016375102690857186,0.1520148358464127,0.009645805048198884,0.005507713314413158,0.015153518362612042,0.16716835420902476,breadthFirstSearch,290
23,23,3Dgrid_J_640000000,10,64,72,6.288,2024-11-08 00:12:45.437600,2024-11-08 00:13:48.331600,1667.058299979618,218.18265741146504,1890.2809375796185,235.857072611465,1815.873391712952,224.810563111465,6412.895398089173,300.61719745222933,37.509076433121024,402.432,452.736,1.8189199116353798e-05,1.2463145624577203e-05,2040.683954824417,0.1462786898879878,0.01810973980620135,0.16438842969418915,0.007319915778792492,0.005642514697488585,0.012962430476281078,0.17735086017047022,breadthFirstSearch,290
