,Unnamed: 0,workload,cpu,memory,start,end
0,0,faiss,48,96,2025-02-19 04:21:32.396420,2025-02-19 04:27:03.464029
1,1,minSpanningForest,48,96,2025-02-19 04:21:22.886,2025-02-19 04:24:22.101
