workload,pgbench-100,pgbench-50,pgbench-10,x265,llama,faiss,spark,removeDuplicates,breadthFirstSearch,minSpanningForest,wordCounts,suffixArray,convexHull,nearestNeighbors,nBody,nothing
pgbench-100,-0.2925665024876836,-0.2358228023950405,-0.04740953998631912,-0.1710771371146892,-0.37079451158281157,-0.17337257878283488,-0.02301680371709242,-0.2288499070397103,-0.32996240214386496,-0.28096129218182225,-0.22572197608422662,-0.2268725600718538,-0.3147964312088337,-0.27491678996339985,-0.27683347908909606,0.0
pgbench-50,-0.22249387123494221,-0.18915312181013408,-0.0795389126389982,-0.15679179131236914,-0.4366542421949774,-0.1639220189340781,-0.04028411392207827,-0.25094955563556837,-0.29206455991389146,-0.24915076206277564,-0.2764593862168125,-0.212927493666887,-0.2709961369297305,-0.307427483026106,-0.31828506084475605,0.0
pgbench-10,-0.41810181270014785,-0.4142102371116734,-0.24528984737273948,-0.4464854648764438,-0.5086892863607039,-0.46464497713873815,-0.1360466451110401,-0.45402192565110655,-0.5410930297062344,-0.4518510560943243,-0.4069642508707962,-0.4444290387333388,-0.44083717223994406,-0.465587855192868,-0.4687157845116995,0.0
x265,-0.17861250078838617,-0.14972799241452067,-0.0007143874769853491,-0.19895377140011203,-0.35746719836768925,-0.09378008852493679,0.017508518844447332,-0.17550104697592697,-0.2659319803213321,-0.2326210977213981,-0.17322077342019893,-0.14890366340999034,-0.20724175577414777,-0.23631597151361822,-0.25637188660538895,0.0
llama,-0.06572079977921678,-0.003225408759453648,-0.012443299021840288,-0.0026735873358220722,0.036763288428185034,-0.1988816458998643,-0.043372706904572296,-0.029360495155999686,-0.05703950584914681,-0.025532498841550007,-0.0854233876376713,0.06673840425505002,-0.08212835768899326,-0.08752270440067078,0.06412147974278923,0.0
faiss,-0.2586954806758112,-0.1118063596654308,0.17927186639818948,-0.14967011709851863,-0.39955988821397875,-0.25864364438772713,0.09035155287258148,-0.12524594412824006,-0.32039436624094636,-0.2207241612276292,-0.09711556714147893,-0.19953402084382924,-0.2851535198623786,-0.34485417003651114,-0.20374345892899678,0.0
spark,-0.5516932811422696,-0.5619119631775744,-0.35808722264744486,-0.5403810002041124,-0.6309052386491432,-0.591681381255684,-0.30284881521097784,-0.604646103285927,-0.6504490924097597,-0.5709912285636315,-0.5364770492897148,-0.5735294642168458,-0.5757658785910895,-0.564533849792099,-0.5805029310464633,0.0
removeDuplicates,-0.2132656025398773,-0.1426139177867565,-0.0907790971915475,-0.19879490596053462,-0.22039038428337626,0.0011979904648827117,-0.033533519786593594,-0.1026379847781674,-0.2670360473105975,-0.2131961668337205,-0.19384939054629777,-0.17955913620384006,-0.24213266858951868,-0.24838495597544574,-0.3276411969706672,0.0
breadthFirstSearch,-0.20937307456633378,-0.15278407009660383,-0.09056199696603016,-0.13888599540643098,-0.3083898046637737,-0.04610236767129549,-0.024724374614675936,-0.06456952605454376,-0.1656712432775256,-0.13165785212195263,-0.12834325822757328,-0.08366308537713983,-0.17946047784579625,-0.18077029436958564,-0.2550779663871849,0.0
minSpanningForest,-0.27064159959060574,-0.24073912523895927,-0.10304348563129553,-0.23523324388725625,-0.3455210987321327,-0.1898663888443786,-0.08290481837350998,-0.1730643153131812,-0.27372278383957754,-0.2079134065503634,-0.19841940902561817,-0.1908270764166394,-0.2927095371657871,-0.28047472981288046,-0.3163478145258215,0.0
wordCounts,-0.22553551855966028,-0.23248122021713058,-0.09162720165844566,-0.22293159406988372,-0.33292469496375465,-0.11298072653469371,-0.04103730264593892,-0.17984315333010129,-0.30772498259346354,-0.2642470704064164,-0.22629139609754934,-0.1463734297576405,-0.22946748483735555,-0.22526986549434172,-0.2765590770967686,0.0
suffixArray,-0.21339949453766552,-0.1976752424045689,-0.08690256485659839,-0.22713014929744457,-0.3323932527596652,-0.054589160774119155,-0.040599755623588335,-0.12943734761187126,-0.26677824926690274,-0.23207963178210828,-0.2310109146652338,-0.15665915377340395,-0.22848984030533237,-0.27088201035589315,-0.3108936978077243,0.0
convexHull,-0.12375680613293913,-0.09813159740211086,-0.041208807871897506,-0.08524785786868223,-0.19865252192007185,-0.17388798503577468,-0.0033979827429500738,-0.061368952374022005,-0.14754234650598505,-0.10107329336915137,-0.15826544287450595,-0.08684221091864824,-0.07531381124404848,-0.15313894935876654,-0.2456859511066862,0.0
nearestNeighbors,-0.14355658988265668,-0.14237180722545065,-0.10296947208516438,-0.14709687711042738,-0.28190340679288106,-0.06920386856951206,-0.07630966142823113,-0.10398071855357892,-0.192084458071714,-0.15222701619580745,-0.18552032499706006,-0.08966457593427184,-0.11983538071447813,-0.14715925320198386,-0.23761044654696684,0.0
nBody,-0.012961039743644716,-0.032258361534457165,-0.021809922472732092,-0.013838153791621701,-0.18056199937549605,0.0702063200870364,0.013469495232330318,-0.13349269977834344,-0.21059409406983032,-0.16052382018194725,-0.14890997886042454,-0.14824137158620707,-0.024338173098574323,-0.10966254124300114,-0.11637901724927564,0.0
