workload,pgbench-100,pgbench-50,pgbench-10,x265,llama,faiss,spark,removeDuplicates,breadthFirstSearch,minSpanningForest,wordCounts,suffixArray,convexHull,nearestNeighbors,nBody,nothing
pgbench-100,2.262331448388935,2.279975605355411,1.8295246715609867,2.142319567547601,2.7844851694087462,2.66872786396986,1.8254389269725344,2.193003078064032,2.1439800799894955,2.479744234021835,2.0453951230073217,2.203549733522528,2.254981043411659,2.6726344384299003,2.0850958300869085,1.7094276576369227
pgbench-50,2.528466308090363,2.445729100068444,1.729006634855481,2.497810419386366,2.5929111365274022,2.985898235643482,1.71799186844212,2.215373822356014,2.44053433097691,2.52793320690836,1.9809494625799005,2.2727209504308106,2.4784163149744347,2.392471974009103,2.285075258542326,1.580667760556199
pgbench-10,8.724463538844121,7.893367052113462,6.637455314327715,7.743168156276708,10.448754792634848,8.913833677989684,6.82339085679272,7.391992201625634,7.339021642657399,8.241167141780942,6.966640159994187,7.493966607484315,8.139687720555013,7.627092530971335,7.5127262577716145,6.523310737802622
x265,78.97210766666666,63.63019633333332,48.38545,59.485719,63.73083833333334,74.76609733333332,48.71088133333333,60.704317333333336,62.105624000000006,64.96267466666667,56.36332566666667,60.937826666666666,66.70941433333333,65.34328066666667,60.33834566666667,49.27123733333334
llama,52.89901023887136,59.8053081711605,44.93342468807798,63.25831631745487,73.54485743408226,51.24509129970021,38.51820554172886,63.5479623203732,65.87260590155508,64.98909413249068,56.50844562099271,69.89766156548704,62.18854036572418,63.07024467614716,74.62475067920303,38.8554214818246
faiss,1.023014,1.086523,1.127232,1.129901,0.903319,1.05294,0.987091,1.106455,0.962261,1.114151,1.101622,1.044312,1.014827,0.947837,1.03357,0.925941
spark,89.2408633536001,79.81612712737592,72.13093240392986,90.14656544273274,81.22426690950641,84.38164715507642,68.57381565513876,72.55002273038134,75.1899984758484,90.0940958168908,74.7540354350273,77.13097862367037,83.5341054652414,84.44363436122146,80.2703718184061,70.74706594709859
removeDuplicates,7.260466558910267,7.130490184060736,5.532533705918662,6.832408748813677,8.383426251826231,9.958870342820616,5.5645588839581,7.927580375070839,7.196071509160079,7.8074529563737105,6.685754239013721,6.944896108653545,7.370232737943193,7.222601790505842,6.346209045905226,5.137353611205559
breadthFirstSearch,9.900668596355205,9.144740126779771,7.555406522457497,9.200176611502926,9.762694009214885,12.254113742198935,7.693836958314776,10.410958346127002,10.729557168281668,10.693094219770131,8.743444106751062,10.296284057222962,10.227243130761174,9.878313899916414,8.796717644857546,7.099240012215244
minSpanningForest,9.26920480313982,9.359521262922517,7.7759558108228655,9.191661280757788,10.10354264750637,11.177912230180208,7.703526579190619,10.000536609255096,10.220401096355587,11.187580433159791,8.862584905882203,9.6198996579752,9.862371360527629,9.907682536914065,9.251957230376384,7.400466914465067
wordCounts,3.772346942579534,3.427679281434969,2.772535617146641,3.534756815685065,3.852292760962357,4.5064684098870975,2.769773358248184,3.546088218773368,3.5332573481849066,3.818684100050696,3.388148451077514,3.582867864084798,3.8963040292691455,3.634827028349279,3.434335145903707,2.4165866118561685
suffixArray,50.54081719523029,47.85190728371501,39.34601240314567,47.79972845505773,51.86497244955965,63.203183015053455,39.28686077139032,52.15734195681371,50.30894542722993,53.9125926662779,45.33776038800329,52.65883705514202,50.46582757668797,48.401399773147055,45.2436002104165,35.29598060686231
convexHull,50.61555551813943,48.73737300826907,36.08208641644794,48.55405105730393,54.50829966731383,49.96937699533816,35.835303456122745,49.48599854504302,52.61929175692125,54.19439535597756,41.32149963396781,49.133908159233584,56.301226469767045,50.96592744177232,45.06350474608028,32.381437738309266
nearestNeighbors,8.245018810845252,8.373886992475418,6.001046615710687,8.200044343847063,8.931979955775615,10.108771712121785,5.997770920562276,8.428058076646678,8.721577289439441,9.13742423524865,7.528670375179709,8.606308168775179,9.56366676650274,9.340239086208832,8.295513781585411,5.56043908010129
nBody,39.64252622099639,31.87022693638688,21.866817555292887,32.733290671775315,33.522909273284434,42.7015895773011,21.90271177568341,27.080705663695408,28.11668899594056,29.9099710290106,25.97435813006747,26.803657928576563,34.757024588292104,31.949370698965883,31.85269509573164,18.56335363695998
