workload,pgbench-100,pgbench-50,pgbench-10,x265,llama,faiss,spark,removeDuplicates,breadthFirstSearch,minSpanningForest,wordCounts,suffixArray,convexHull,nearestNeighbors,nBody,nothing
pgbench-100,-0.29781163782292747,-0.24698676648965717,-0.09531090917770028,-0.19429031471886637,-0.34953884992797857,-0.17865498030835766,-0.07385422162276112,-0.24373295361857883,-0.3348887038197289,-0.2802412190050601,-0.2459179727691829,-0.2416285272322328,-0.31773750884556995,-0.268416480117014,-0.2898322921385938,0.0
pgbench-50,-0.21998406217392852,-0.19334025401379706,-0.12157327467195513,-0.16276667664226196,-0.40775094134965834,-0.15172065959537057,-0.08712790887460978,-0.2563823991735627,-0.2848559512484473,-0.24366022180251282,-0.2873661249261437,-0.22059765332777848,-0.2648099241110772,-0.3002008985660437,-0.3136595425394558,0.0
pgbench-10,-0.39699485544670804,-0.40953679830358775,-0.3050885001971007,-0.43676413722629487,-0.4334265184556984,-0.4286934463541805,-0.21893987119502936,-0.44901244055860035,-0.5159017158795817,-0.4315450783612473,-0.42132192446798383,-0.4398515170162279,-0.4250999731419325,-0.4533853662423495,-0.45788402875367223,0.0
x265,-0.18142858410026086,-0.17855117595094233,-0.07233244054777326,-0.22676695264108448,-0.3568751321241754,-0.11456352760847986,-0.05621189076928057,-0.20487636356059313,-0.2805614856771029,-0.24785899878169873,-0.20912450365005758,-0.18169277400321812,-0.22355808013707154,-0.25048902671385836,-0.27487545261965596,0.0
llama,-0.09959164763267357,-0.03357291739036526,-0.06712321011343639,-0.02715932943782802,0.024691430773871103,-0.21780790735756664,-0.10494839496081432,-0.04978353277893977,-0.06976929645573714,-0.043989673836017214,-0.11045800801604318,0.04439321253020032,-0.09783944242683923,-0.1009976272956413,0.05025138971221114,0.0
faiss,-0.283842733249541,-0.15194387657339792,0.1033084024585669,-0.18164814876216281,-0.41455827024211866,-0.28164637300031975,0.016151510474482628,-0.16216124609341592,-0.34169498797773007,-0.2443747335415653,-0.138123446761652,-0.23102656444741768,-0.3073668681656346,-0.36393530905220234,-0.23544783928922408,0.0
spark,-0.5098975633170829,-0.5330378459840502,-0.38836497339495846,-0.4997106909796286,-0.5839410592875556,-0.5485919162032492,-0.3515449679550219,-0.5777469016636677,-0.6087788796571783,-0.5233916489549235,-0.5216292294425819,-0.5463417778608259,-0.5376959819382583,-0.5275647747567943,-0.5466331074899123,0.0
removeDuplicates,-0.22359030392005058,-0.1636760922248402,-0.13856940915827634,-0.21635493546271367,-0.21570893962545112,-0.002918670767608853,-0.08830093400962066,-0.11885332493237682,-0.2712376726353861,-0.21666775539971214,-0.21388670184835626,-0.19818744790841195,-0.24735940995520106,-0.2546578495610713,-0.3346926225369048,0.0
breadthFirstSearch,-0.22074960250051578,-0.17754942894249834,-0.1365583844480288,-0.16486964407432173,-0.3088802244937729,-0.05717625056514124,-0.07755822273390718,-0.08921720912819887,-0.1752585742837094,-0.1457046863891078,-0.15953356764030857,-0.10696772465759431,-0.19167961155571853,-0.1958256080561167,-0.2703611507869278,0.0
minSpanningForest,-0.28221218746561844,-0.25498074888981753,-0.14474543156060213,-0.2513655541777225,-0.3423619413243749,-0.1960295243822598,-0.1274160440391175,-0.1900404162816476,-0.27773523505129827,-0.21197787982968067,-0.22117839522959468,-0.2086958641234222,-0.29730589388099254,-0.2861005892297357,-0.3229197305353582,0.0
wordCounts,-0.22474317076641934,-0.2401230802308031,-0.13548721002086267,-0.22892177669862435,-0.3158934366320581,-0.10703388882830067,-0.09160112864819227,-0.19117212269127737,-0.30264511301008756,-0.2571259928492269,-0.23581604986895124,-0.16109088961532325,-0.22479930721022037,-0.22824064397295418,-0.2782448498091536,0.0
suffixArray,-0.22239923340802398,-0.21353085499703647,-0.1322207807601726,-0.23932746876475647,-0.3238438790527554,-0.06096914900849682,-0.09192355012678367,-0.14621626268338464,-0.26939616464480304,-0.23261456454894705,-0.24715693185952275,-0.16906505448605214,-0.2357024511247074,-0.2764196526975307,-0.3170328369898214,0.0
convexHull,-0.13447145556232995,-0.11502738978931874,-0.08665691975402254,-0.10392179179141255,-0.19409105308941052,-0.1800591127843085,-0.053555704919622554,-0.08111657326056605,-0.1520646507849041,-0.10810171988713183,-0.18131387776772065,-0.10432261246129385,-0.08157596362098485,-0.1599167337914983,-0.25230441328744785,0.0
nearestNeighbors,-0.15597332599047273,-0.1536657205725126,-0.14154511201986156,-0.15956799524345636,-0.27272112597026665,-0.07155737762301007,-0.11779450894665763,-0.11889247124229253,-0.1946384227499958,-0.1550469318690408,-0.20036021687276828,-0.10439152119520137,-0.12201456480451688,-0.14855776890731978,-0.23938580339428298,0.0
nBody,-0.0038055794465777326,-0.04465750929573521,-0.06595306210803316,-0.025689926311002607,-0.17109233252758466,0.07927420726483417,-0.03456526805391089,-0.14904147514884786,-0.21423350462279106,-0.16436381974486663,-0.16608990845251484,-0.162963741843384,-0.028816854524055965,-0.11304098932829064,-0.1192910347032946,0.0
