,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,histogram,wordCounts,42,48,96,"[3.577, 3.716, 3.531, 4.2, 3.989, 3.753, 3.495, 3.665, 3.467, 3.705, 3.554, 3.745, 3.524, 3.724, 3.495, 3.641, 3.521, 3.685, 3.467, 3.566, 3.472, 3.562]",3.634827028349279,2024-11-14 00:54:05.543900,2024-11-14 00:55:25.597900,0.4828,80.5368,80.054
1,octTree,nearestNeighbors,18,48,96,"[7.331, 7.362, 7.536, 7.591, 7.535, 7.472, 7.52, 7.672, 7.504, 7.774]",7.5286703751797095,2024-11-14 00:54:05.061100,2024-11-14 00:55:20.358100,0.0,75.297,75.297
