,Unnamed: 0,workload,cpu,memory,start,end
0,0,minSpanningForest,48,96,2024-11-14 00:38:37.093200,2024-11-14 00:40:37.169200
1,1,nBody,48,96,2024-11-14 00:38:37.093200,2024-11-14 00:40:37.169200
