,Unnamed: 0,workload,cpu,memory,start,end
0,0,removeDuplicates,48,96,2024-11-13 21:31:43.112400,2024-11-13 21:33:01.814400
1,1,wordCounts,48,96,2024-11-13 21:31:43.112400,2024-11-13 21:33:01.814400
