,Unnamed: 0,workload,cpu,memory,start,end
0,0,faiss,48,96,2025-02-17 09:02:59.945025,2025-02-17 09:07:48.656232
1,1,breadthFirstSearch,48,96,2025-02-17 09:02:09.884500,2025-02-17 09:05:26.148500
