,workload,cpu,memory,start,end,cpu_util_avg,runtime,total CPU power (W),total DRAM power (W),total power (W),total CPU dynamic power (W),total DRAM dynamic power (W),total dynamic power (W),proportional CPU dynamic power (W),proportional DRAM dynamic power (W),proportional dynamic power (W),proportional CPU static power (W),proportional DRAM static power (W),proportional static power (W),proportional CPU static energy (J),proportional DRAM static energy (J),proportional static energy (J),proportional CPU dynamic energy (J),proportional DRAM dynamic energy (J),proportional dynamic energy (J),proportional total energy (J),CPU Embodied Carbon (gCO2e),Memory Embodied Carbon (gCO2e),Total Embodied Carbon (gCO2e)
0,suffixArray,48,96,2024-11-13 20:47:19.907800,2024-11-13 20:48:30.499800,37.71877714285714,35.29598060686231,270.00510377679484,30.71367812181014,300.71878189860496,234.5053204434615,27.902861455143476,262.408181898605,234.50532044346156,27.90286145514347,262.408181898605,35.49978333333334,2.8108166666666663,38.31060000000001,1252.999664081147,99.210530556112,1352.2101946372593,8277.095242578449,984.8588567967096,9261.954099375158,10614.164294012417,0.0017461631151699645,0.002392923959918823,0.004139087075088787
