round,start_time,end_time,time
0,2025-02-17 06:22:22.047094,2025-02-17 06:23:27.630283,65.583189
1,2025-02-17 06:23:27.630343,2025-02-17 06:24:32.835038,65.204695
2,2025-02-17 06:24:32.835059,2025-02-17 06:25:38.077017,65.241958
3,2025-02-17 06:25:38.077030,2025-02-17 06:26:41.340718,63.263688
4,2025-02-17 06:26:41.340728,2025-02-17 06:27:30.025366,48.684638
5,2025-02-17 06:27:30.025379,2025-02-17 06:28:20.357839,50.33246
