,Unnamed: 0,workload,cpu,memory,start,end
0,0,removeDuplicates,48,96,2024-11-13 21:52:03.530400,2024-11-13 21:53:51.880400
1,1,nBody,48,96,2024-11-13 21:52:03.530400,2024-11-13 21:53:51.880400
