,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,parallelCK,nBody,6,48,96,"[27.946, 26.9, 27.24, 26.264]",27.080705663695408,2024-11-13 21:52:03.530400,2024-11-13 21:53:51.880400,0.0,108.35,108.35
1,parlayhash,removeDuplicates,21,48,96,"[6.464, 6.109, 6.246, 6.133, 7.154, 6.104, 6.318, 6.182, 7.125, 5.99, 6.107]",6.346209045905226,2024-11-13 21:52:03.987000,2024-11-13 21:53:13.919000,0.4566,70.3886,69.932
