Proc Energy (Joules),DRAM Energy (Joules),Datetime,Time elapsed(s),Socket 0 Proc Energy (Joules),Socket 1 Proc Energy (Joules),Socket 0 DRAM Energy (Joules),Socket 1 DRAM Energy (Joules),CPU Utilization (%),Socket 0 L3 Cache Occupancy,Socket 1 L3 Cache Occupancy,Memory Read Bandwidth (Socket 0) (GB/s),Memory Write Bandwidth (Socket 0) (GB/s),Memory Utilization (Socket 0) (%),Memory Read Bandwidth (Socket 1) (GB/s),Memory Write Bandwidth (Socket 1) (GB/s),Memory Utilization (Socket 1) (%),Memory Read Bandwidth (System) (GB/s),Memory Write Bandwidth (System) (GB/s),Memory Utilization (System) (%)
5.67,0.48,2024-11-13 22:52:14.887,0.0,3.14,2.53,0.26,0.21,65.57000000000001,32864,35464,0.01,0.01,16,0.02,0.0,90,0.02,0.01,48
6.08,0.53,2024-11-13 22:52:14.987,0.1,3.32,2.76,0.29,0.24,94.01,31616,32552,0.01,0.01,39,0.02,0.0,78,0.03,0.02,54
6.3,0.53,2024-11-13 22:52:15.087,0.2,3.51,2.79,0.27,0.25,51.98999999999999,31616,32136,0.0,0.0,73,0.01,0.0,48,0.01,0.0,64
5.4,0.41,2024-11-13 22:52:15.187,0.3,2.97,2.43,0.22,0.19,51.11,31200,31928,0.0,0.0,63,0.0,0.0,56,0.01,0.0,60
7.35,0.69,2024-11-13 22:52:15.288,0.401,4.06,3.29,0.38,0.32,66.35000000000002,31304,31720,0.0,0.0,54,0.02,0.0,72,0.02,0.01,63
5.27,0.44,2024-11-13 22:52:15.388,0.501,2.94,2.32,0.24,0.2,45.899999999999984,32448,32240,0.0,0.0,67,0.01,0.0,65,0.01,0.0,67
7.38,0.68,2024-11-13 22:52:15.498,0.611,4.04,3.34,0.36,0.31,57.80000000000002,32032,32656,0.0,0.0,57,0.02,0.0,82,0.02,0.01,67
8.3,0.82,2024-11-13 22:52:15.588,0.701,4.48,3.82,0.43,0.4,87.06,32552,34944,0.0,0.01,15,0.02,0.01,96,0.03,0.01,65
5.15,0.41,2024-11-13 22:52:15.689,0.802,2.87,2.28,0.23,0.18,41.8,32448,35048,0.0,0.0,56,0.01,0.0,64,0.01,0.0,60
4.74,0.37,2024-11-13 22:52:15.789,0.902,2.64,2.1,0.21,0.16,45.04,32656,34736,0.0,0.0,65,0.0,0.0,70,0.01,0.0,67
5.15,0.41,2024-11-13 22:52:15.889,1.002,2.88,2.26,0.22,0.19,42.8,32760,34736,0.0,0.0,66,0.0,0.0,61,0.01,0.0,64
6.02,0.5,2024-11-13 22:52:15.989,1.102,3.31,2.71,0.27,0.23,43.40999999999999,32656,34528,0.0,0.0,70,0.0,0.0,63,0.01,0.0,67
5.44,0.45,2024-11-13 22:52:16.090,1.203,3.02,2.41,0.25,0.21,54.16999999999998,32760,34112,0.0,0.0,80,0.01,0.0,68,0.02,0.0,75
7.46,0.71,2024-11-13 22:52:16.190,1.303,4.06,3.39,0.37,0.34,83.27000000000002,33176,34944,0.0,0.0,27,0.02,0.01,95,0.02,0.01,75
7.36,0.64,2024-11-13 22:52:16.290,1.403,4.03,3.32,0.33,0.31,61.76000000000002,33072,34736,0.0,0.0,68,0.02,0.0,78,0.02,0.0,75
5.67,0.47,2024-11-13 22:52:16.399,1.512,3.17,2.5,0.26,0.22,37.03000000000001,33176,34424,0.0,0.0,67,0.01,0.0,66,0.01,0.0,67
5.44,0.42,2024-11-13 22:52:16.491,1.604,3.04,2.4,0.23,0.19,44.58999999999999,31616,32552,0.0,0.0,75,0.01,0.0,74,0.01,0.0,75
