,Unnamed: 0,workload,cpu,memory,start,end
0,0,breadthFirstSearch,48,96,2024-11-13 23:03:22.601900,2024-11-13 23:04:49.830900
1,1,nearestNeighbors,48,96,2024-11-13 23:03:22.601900,2024-11-13 23:04:49.830900
