,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,backForwardBFS,breadthFirstSearch,15,48,96,"[10.067, 9.998, 9.748, 9.791, 9.802, 9.801, 9.898, 9.926]",9.878313899916414,2024-11-13 23:03:22.682700,2024-11-13 23:04:41.713700,0.0808,79.1118,79.031
1,octTree,nearestNeighbors,18,48,96,"[8.62, 8.72, 8.857, 8.57, 8.764, 8.848, 8.982, 8.426, 8.773, 8.669]",8.721577289439441,2024-11-13 23:03:22.601900,2024-11-13 23:04:49.830900,0.0,87.229,87.229
