,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,parallelFilterKruskal,minSpanningForest,14,48,96,"[11.224, 11.224, 11.194, 11.225, 11.171, 11.168, 11.15, 11.145]",11.187580433159791,2024-11-15 00:11:25.140000,2024-11-15 00:12:54.641000,0.0,89.501,89.501
1,parallelFilterKruskal,minSpanningForest,14,48,96,"[11.241, 11.183, 11.229, 11.188, 11.173, 11.186, 11.128, 11.144]",11.18394327851307,2024-11-15 00:11:25.159300,2024-11-15 00:12:54.631300,0.0193,89.4913,89.472
