,workload,cpu,memory,start,end,cpu_util_avg,runtime,total CPU power (W),total DRAM power (W),total power (W),total CPU dynamic power (W),total DRAM dynamic power (W),total dynamic power (W),proportional CPU dynamic power (W),proportional DRAM dynamic power (W),proportional dynamic power (W),proportional CPU static power (W),proportional DRAM static power (W),proportional static power (W),proportional CPU static energy (J),proportional DRAM static energy (J),proportional static energy (J),proportional CPU dynamic energy (J),proportional DRAM dynamic energy (J),proportional dynamic energy (J),proportional total energy (J),CPU Embodied Carbon (gCO2e),Memory Embodied Carbon (gCO2e),Total Embodied Carbon (gCO2e)
0,pgbench-100,48,96,2025-02-17 00:51:32.215200,2025-02-17 00:55:42.215200,46.99756694915254,2.0850958300869085,329.22786172565446,22.73504704724906,351.9629087729035,293.7280783923211,19.924230380582397,313.6523087729035,164.1033493391532,11.131496029778129,175.2348453689313,17.74989166666667,1.4054083333333331,19.155300000000004,37.01022509866104,2.930411055402725,39.94063615406376,342.1712094103636,23.21023595431935,365.38144536468286,405.3220815187466,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
1,nBody,48,96,2025-02-17 00:51:32.215200,2025-02-17 00:55:30.088200,37.12323305084745,39.64252622099639,329.22786172565446,22.73504704724906,351.9629087729035,293.7280783923211,19.924230380582397,313.6523087729035,129.6247290531679,8.792734350804263,138.41746340397216,17.74989166666667,1.4054083333333331,19.155300000000004,703.6505458156787,55.71393670537349,759.3644825210522,5138.65172037976,348.56620205601365,5487.217922435774,6246.582404956826,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
