,workload,cpu,memory,start,end,cpu_util_avg,runtime,total CPU power (W),total DRAM power (W),total power (W),total CPU dynamic power (W),total DRAM dynamic power (W),total dynamic power (W),proportional CPU dynamic power (W),proportional DRAM dynamic power (W),proportional dynamic power (W),proportional CPU static power (W),proportional DRAM static power (W),proportional static power (W),proportional CPU static energy (J),proportional DRAM static energy (J),proportional static energy (J),proportional CPU dynamic energy (J),proportional DRAM dynamic energy (J),proportional dynamic energy (J),proportional total energy (J),CPU Embodied Carbon (gCO2e),Memory Embodied Carbon (gCO2e),Total Embodied Carbon (gCO2e)
0,llama,48,96,2025-02-17 07:03:34.000000,2025-02-17 07:06:46.607818,47.94639263157895,38.51820554172886,291.4072735017428,28.128275854903976,319.53554935664675,255.90749016840945,25.317459188237308,281.2249493566468,218.2053631184908,21.587509501075377,239.7928726195662,17.74989166666667,1.4054083333333331,19.155300000000004,683.6939755600871,54.13380705339191,737.827782613479,8404.87902690561,831.5121280964461,9236.391155002057,9974.218937615537,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
1,spark,48,96,2025-02-17 07:03:33.000122,2025-02-17 07:08:49.961790,8.28431052631579,81.22426690950641,291.4072735017428,28.128275854903976,319.53554935664675,255.90749016840945,25.317459188237308,281.2249493566468,37.70212704991864,3.729949687161928,41.43207673708058,17.74989166666667,1.4054083333333331,19.155300000000004,1441.7219383481572,114.1532615835112,1555.8751999316685,3062.3276305587137,302.9624289490704,3365.290059507784,4921.165259439453,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
