,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,octTree,nearestNeighbors,18,48,96,"[5.506, 5.555, 5.581, 5.595, 5.583, 5.547, 5.565, 5.551, 5.587, 5.535]",5.56043908010129,2024-11-13 20:54:46.827,2024-11-13 20:55:42.432,0.0,55.605,55.605
