,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,parallelCK,nBody,6,48,96,"[27.345, 26.254, 27.682, 25.972]",26.803657928576563,2024-11-14 01:14:11.429000,2024-11-14 01:15:58.682000,0.0344,107.2874,107.253
1,parallelKS,suffixArray,3,48,96,"[44.78, 45.712]",45.2436002104165,2024-11-14 01:14:11.394600,2024-11-14 01:15:41.886600,0.0,90.492,90.492
