,Unnamed: 0,workload,cpu,memory,start,end
0,0,pgbench-100,48,96,2025-02-16 23:40:48.001466,2025-02-16 23:44:58.001466
1,1,faiss,48,96,2025-02-16 23:40:48.001466,2025-02-16 23:45:55.074628
