,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,octTree,nearestNeighbors,18,48,96,"[8.442, 8.058, 9.268, 8.507, 9.146, 7.515, 7.988, 8.768, 9.11, 9.478]",8.606308168775179,2024-11-14 01:09:36.665500,2024-11-14 01:11:02.945500,0.0,86.28,86.28
1,parallelKS,suffixArray,3,48,96,"[48.5, 48.303]",48.401399773147055,2024-11-14 01:09:36.701200,2024-11-14 01:11:13.504200,0.0357,96.8387,96.803
