,Unnamed: 0,workload,cpu,memory,start,end
0,0,pgbench-100,48,96,2025-02-16 23:56:30.164300,2025-02-17 00:00:40.164300
1,1,removeDuplicates,48,96,2025-02-16 23:56:30.164300,2025-02-16 23:58:26.341300
