,Unnamed: 0,workload,cpu,memory,start,end
0,0,faiss,48,96,2025-02-17 10:13:07.000138,2025-02-17 10:18:25.181478
1,1,nBody,48,96,2025-02-17 10:13:07.198200,2025-02-17 10:17:23.604200
