,workload,cpu,memory,start,end,cpu_util_avg,runtime,total CPU power (W),total DRAM power (W),total power (W),total CPU dynamic power (W),total DRAM dynamic power (W),total dynamic power (W),proportional CPU dynamic power (W),proportional DRAM dynamic power (W),proportional dynamic power (W),proportional CPU static power (W),proportional DRAM static power (W),proportional static power (W),proportional CPU static energy (J),proportional DRAM static energy (J),proportional static energy (J),proportional CPU dynamic energy (J),proportional DRAM dynamic energy (J),proportional dynamic energy (J),proportional total energy (J),CPU Embodied Carbon (gCO2e),Memory Embodied Carbon (gCO2e),Total Embodied Carbon (gCO2e)
0,llama,48,96,2025-02-17 07:21:28.000000,2025-02-17 07:26:30.380078,47.66372191780822,65.87260590155508,283.22657743785857,32.08044803886104,315.3070254767196,247.72679410452525,29.26963137219437,276.9964254767196,123.6081255887625,14.60465463039267,138.21278021915518,17.74989166666667,1.4054083333333331,19.155300000000004,1169.23161855363,92.577909272428,1261.8095278260582,8142.389343138478,962.046658796178,9104.436001934657,10366.245529760714,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
1,breadthFirstSearch,48,96,2025-02-17 07:21:26.553800,2025-02-17 07:24:02.863800,47.86058904109589,9.762694009214885,283.22657743785857,32.08044803886104,315.3070254767196,247.72679410452525,29.26963137219437,276.9964254767196,124.1186685157627,14.664976741801707,138.78364525756442,17.74989166666667,1.4054083333333331,19.155300000000004,173.2867610383799,13.720571516334006,187.0073325547139,1211.7325815505646,143.16968058246314,1354.9022621330278,1541.9095946877417,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
