,Unnamed: 0,workload,cpu,memory,start,end
0,0,spark,48,96,2025-02-17 10:46:40.000191,2025-02-17 10:52:26.198879
1,1,minSpanningForest,48,96,2025-02-17 10:46:40.228400,2025-02-17 10:48:43.487400
