,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,parlayhash,removeDuplicates,21,48,96,"[9.232, 9.194, 9.15, 9.082, 8.899, 8.282, 7.593, 6.871, 6.763, 6.513, 6.506]",7.927580375070839,2024-11-14 23:41:05.424500,2024-11-14 23:42:33.509500,0.1167,88.2017,88.085
1,parlayhash,removeDuplicates,21,48,96,"[9.263, 9.247, 9.285, 9.201, 8.909, 8.214, 7.129, 6.274, 6.556, 6.401, 6.521]",7.8056947798421135,2024-11-14 23:41:05.307800,2024-11-14 23:42:32.307800,0.0,87.0,87.0
