,workload,cpu,memory,start,end,cpu_util_avg,runtime,total CPU power (W),total DRAM power (W),total power (W),total CPU dynamic power (W),total DRAM dynamic power (W),total dynamic power (W),proportional CPU dynamic power (W),proportional DRAM dynamic power (W),proportional dynamic power (W),proportional CPU static power (W),proportional DRAM static power (W),proportional static power (W),proportional CPU static energy (J),proportional DRAM static energy (J),proportional static energy (J),proportional CPU dynamic energy (J),proportional DRAM dynamic energy (J),proportional dynamic energy (J),proportional total energy (J),CPU Embodied Carbon (gCO2e),Memory Embodied Carbon (gCO2e),Total Embodied Carbon (gCO2e)
0,pgbench-10,48,96,2025-02-17 03:54:42.392900,2025-02-17 03:58:52.392900,9.965161666666669,7.339021642657399,289.84199673724913,32.9274493404109,322.76944607766006,254.3422134039158,30.116632673744235,284.45884607766004,43.498408433135886,5.150641614464629,48.64905004760051,17.74989166666667,1.4054083333333331,19.155300000000004,130.2668390964909,10.314322175104396,140.5811612715953,319.2357609119354,37.80067028212776,357.0364311940632,497.6175924656585,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
1,breadthFirstSearch,48,96,2025-02-17 03:54:42.392900,2025-02-17 03:56:43.284900,48.30274666666666,7.555406522457497,289.84199673724913,32.9274493404109,322.76944607766006,254.3422134039158,30.116632673744235,284.45884607766004,210.8438049707799,24.96599105927961,235.80979603005952,17.74989166666667,1.4054083333333331,19.155300000000004,134.10764727124734,10.618431288382784,144.72607855963014,1593.010659295987,188.62821168889676,1781.6388709848836,1926.3649495445136,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
