,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,parallelCK,nBody,6,48,96,"[31.725, 31.903, 32.146, 32.025]",31.949370698965883,2024-11-14 01:32:06.914400,2024-11-14 01:34:14.713400,0.5953,128.3943,127.799
1,octTree,nearestNeighbors,18,48,96,"[7.897, 8.356, 8.224, 8.834, 7.856, 8.421, 8.312, 8.543, 8.077, 8.484]",8.295513781585411,2024-11-14 01:32:06.319100,2024-11-14 01:33:29.323100,0.0,83.004,83.004
