,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,parallelFilterKruskal,minSpanningForest,14,48,96,"[9.658, 9.83, 9.929, 10.076, 9.964, 9.874, 9.956, 9.98]",9.907682536914063,2024-11-14 00:22:19.506200,2024-11-14 00:23:38.773200,0.1669,79.4339,79.267
1,octTree,nearestNeighbors,18,48,96,"[8.948, 9.12, 9.148, 9.058, 9.005, 9.059, 9.294, 9.267, 9.162, 9.321]",9.13742423524865,2024-11-14 00:22:19.339300,2024-11-14 00:23:50.721300,0.0,91.382,91.382
