,Unnamed: 0,workload,cpu,memory,start,end
0,0,breadthFirstSearch,48,96,2024-11-13 22:08:24.246800,2024-11-13 22:09:50.224500
1,1,minSpanningForest,48,96,2024-11-13 22:08:24.246800,2024-11-13 22:09:50.224500
