,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,parallelFilterKruskal,minSpanningForest,14,48,96,"[10.023, 10.225, 10.248, 10.221, 10.249, 10.212, 10.243, 10.345]",10.220401096355587,2024-11-13 22:08:24.246800,2024-11-13 22:09:46.012800,0.0,81.766,81.766
1,backForwardBFS,breadthFirstSearch,15,48,96,"[10.996, 10.729, 10.654, 10.617, 10.672, 10.632, 10.625, 10.625]",10.693094219770131,2024-11-13 22:08:24.674500,2024-11-13 22:09:50.224500,0.4277,85.9777,85.55
