,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,histogram,wordCounts,42,48,96,"[3.241, 3.373, 3.44, 3.442, 3.453, 3.436, 3.433, 3.46, 3.453, 3.354, 3.333, 3.331, 3.33, 3.374, 3.368, 3.389, 3.386, 3.364, 3.371, 3.472, 3.387, 3.359]",3.388148451077514,2024-11-15 00:16:05.933900,2024-11-15 00:17:20.482900,0.1097,74.6587,74.549
1,histogram,wordCounts,42,48,96,"[3.322, 3.435, 3.422, 3.424, 3.458, 3.43, 3.451, 3.448, 3.439, 3.413, 3.321, 3.344, 3.317, 3.344, 3.367, 3.384, 3.383, 3.366, 3.366, 3.443, 3.412, 3.363]",3.3929710566778115,2024-11-15 00:16:05.824200,2024-11-15 00:17:20.476200,0.0,74.652,74.652
