grid_ci,n_workloads,num_samples,adjusted_deviation_from_shapley (%),baseline_deviation_from_shapley (%),worst_case_baseline_deviation (%),worst_case_adjusted_deviation (%)
48.0,61.0,4.0,1.7735764098103464,6.31408802222954,32.31209416591533,5.670299660113722
13.0,80.0,1.0,3.037323584515007,7.85449059569836,33.19692563021848,11.388923524853316
13.0,75.0,3.0,1.9761035515392142,8.416646341802444,42.96283844810082,6.192683080543302
34.0,34.0,6.0,1.6468218522649134,7.515629990310377,36.96180277797062,5.971808540623067
32.0,25.0,13.0,0.4788487145386421,6.9010553077152625,35.86901485422687,1.2202240961621516
3.0,7.0,3.0,0.8367926171799265,16.755157082054254,33.08761892974291,1.8408677283293138
0.0,78.0,11.0,0.6880466005869683,13.298617203312668,52.07128760208748,2.143569638095513
50.0,78.0,15.0,0.8383393286867232,7.3635205768484955,36.94788963540763,2.5534703619755095
32.0,38.0,3.0,2.6518412073753765,7.231678615210757,26.419338107283348,5.420159901753845
50.0,97.0,9.0,1.3469630116724283,8.555535081139404,37.926437982639584,2.584622097394439
34.0,86.0,7.0,0.6543214297756454,7.991409824084246,36.84483521964386,1.459262221558001
29.0,96.0,12.0,0.6090344711362322,7.248160269516727,33.18922450194462,2.371214196455738
48.0,5.0,14.0,4.147211390133885,14.431355486944218,31.868295221818393,7.554243732606154
30.0,19.0,13.0,1.1135589757262299,12.07757393817704,31.755142658082917,3.0336173300139553
9.0,15.0,4.0,2.483264485992755,11.17575025066636,35.10722614944039,8.551458313191153
35.0,59.0,6.0,1.6562030893991826,8.219080183815597,35.56056297076617,2.723998261941892
35.0,24.0,15.0,0.8468686276725877,5.053959124949496,18.131010570126485,2.2483137016937054
23.0,87.0,4.0,1.048891358053099,7.183653076559456,29.496671347788357,4.137860740040775
8.0,35.0,9.0,1.4566726529484644,11.953736144686916,31.742231547349654,4.987242890999521
48.0,53.0,5.0,1.655732966025959,8.280540562999096,36.079012967123155,5.984954094614233
30.0,46.0,4.0,1.4846350586842791,9.371485313939928,24.053009220397094,3.434370243649411
33.0,80.0,8.0,1.315785012682133,7.650685881271377,32.988448936826984,2.7719829955795046
45.0,53.0,3.0,1.5876798529004466,8.063724760094475,28.63534362516072,4.332217294196368
46.0,31.0,9.0,0.9513992271133582,8.253940246145028,33.65697128746077,2.000647034531423
38.0,25.0,11.0,0.5663502462846087,8.881647272193288,33.34721179473736,1.5775916708175741
45.0,77.0,4.0,2.056731462954394,8.274415299053677,32.87376233617755,4.908173826680439
29.0,68.0,5.0,1.3523281593056105,7.945120074880854,34.30641308731606,3.2620428131917802
43.0,28.0,14.0,0.8285659864759422,7.838416336378468,30.301313466005634,2.5647862819284355
35.0,93.0,11.0,1.2473509929089879,8.008999033378416,29.145977234327614,2.770900653071637
37.0,22.0,6.0,1.9108358667810947,8.912362944207201,22.73099502607815,5.019515265458729
3.0,73.0,8.0,1.1818480163653629,10.554274918657693,41.137459009745015,4.092610304069387
0.0,28.0,1.0,4.184051080586788,13.376731201165368,39.04520732084703,10.693922114927641
16.0,96.0,7.0,1.035891813789828,9.118550866800785,43.33440769055132,3.2034307537042213
3.0,12.0,11.0,1.7128127515669573,8.01146851288069,18.761046517111115,2.852770138723833
17.0,80.0,5.0,1.341083069171925,7.635473702702759,25.35075227708594,3.562889091156613
4.0,84.0,7.0,1.2950154241079208,9.860582165488307,47.941086929799766,2.746075910302363
14.0,67.0,13.0,0.7836932021277383,9.46012716287002,39.313230378971795,1.711120457773257
36.0,41.0,2.0,2.4689412033195572,8.702530447165195,30.486043093688437,7.213332794625773
8.0,76.0,4.0,1.4322710465943085,11.03611819534048,44.77045910190717,5.189841717011958
33.0,74.0,6.0,1.3518281980986198,7.143933930627672,22.45081241338389,3.084170949462429
1.0,71.0,15.0,0.28828476917657186,10.017589024678447,37.880952521725185,0.7140346713158646
14.0,66.0,11.0,0.6102672536791705,7.594894556879339,31.461163315231882,1.6119533685326413
13.0,23.0,7.0,0.5844003185479522,10.66823626380976,35.96954921547743,1.518943903368317
32.0,28.0,4.0,0.9900011423671067,7.1937887149297,26.091349000007735,3.267742167841778
47.0,7.0,2.0,1.4051177785331193,11.35721644378823,44.267862391589645,2.745379466376494
19.0,75.0,2.0,1.7021390362752855,9.18293811767123,26.363451443316915,4.370369967508116
29.0,53.0,3.0,2.4058373961469366,8.890373870326957,29.704420585758278,8.337094815212945
12.0,70.0,1.0,3.4274792720639655,9.007023360070121,34.307477630712214,7.36439895518908
44.0,44.0,7.0,1.4743850935266933,6.087963524914895,20.738547795730298,4.533869888345662
2.0,43.0,14.0,0.6326348301388435,11.855957782105817,34.91187682936089,2.0988655575430624
34.0,21.0,6.0,1.268475997213277,8.754299471899893,34.70985643910518,2.9763667876200532
7.0,78.0,2.0,2.402951191045373,10.117460048201327,30.1408382481926,7.6266455981661
13.0,38.0,4.0,1.7582242143952556,8.379433993847774,30.801755411086273,4.291627858783922
34.0,56.0,1.0,2.578802909283412,7.698652435533971,27.10461136056744,10.377938749888987
48.0,53.0,7.0,1.3720738252761318,7.38508157361523,38.82210992927839,6.060204492635554
20.0,9.0,3.0,1.4921370976068986,9.31034942098001,29.347242597513773,3.4869086402889584
19.0,10.0,10.0,1.3328792865645422,6.05906831001269,8.417360586797262,1.9275310992826449
8.0,27.0,5.0,2.744901870598721,10.851273092580605,41.284664525884565,5.866318747242954
47.0,47.0,15.0,0.7286919506675814,8.508037322821965,32.59507412249619,2.5688289567811533
27.0,90.0,12.0,0.7685224341664126,7.423840125874724,34.345608195535384,1.4168226174441454
46.0,65.0,12.0,0.7980699511508439,6.552923608020943,34.22787119123872,2.2382555041349255
45.0,93.0,13.0,1.0713593648652788,8.685919752695888,34.38281549720635,2.9369563764043773
27.0,21.0,14.0,0.6317153316350999,8.632629484028627,28.62309231665089,1.6725937228129664
0.0,33.0,9.0,1.8966333526942964,11.74387376799192,47.859462151263976,5.017029961070209
38.0,17.0,15.0,0.8635933769127279,10.620290373994077,63.2397153298526,1.9627389501142491
2.0,80.0,8.0,0.9041041871398809,10.23853786738099,32.690032872921414,4.1939492974431705
3.0,49.0,4.0,2.7100068229304806,11.333503859877712,70.12544867498875,9.380959719218534
37.0,42.0,2.0,2.6639653709280733,8.755412965883076,25.331186380113763,5.674875525870964
47.0,71.0,11.0,0.8499110704075624,8.490018471710616,33.13180778485418,1.9583843529301412
4.0,29.0,10.0,0.6748068973978115,11.986753745406904,69.42539790016579,3.208880078690063
32.0,21.0,11.0,0.8697133101683979,7.72968136065311,36.82453364600641,2.6393264455164744
9.0,46.0,3.0,1.9145947381651047,6.39906973846284,25.95803342374685,9.302815817975233
50.0,44.0,12.0,0.8314195957012486,5.663743770622575,25.45957483516193,2.5602811937701917
16.0,69.0,14.0,1.7511209704855784,9.684779873107018,35.34059436345397,3.2171894016120492
32.0,23.0,2.0,1.921605604782448,10.07801764142821,69.24206425192887,4.987882173691748
32.0,89.0,8.0,0.7512316781172858,6.598362128460467,41.12484202969724,4.855523992986928
5.0,12.0,6.0,1.60483538107708,11.336383639565165,19.7338529990403,5.762118068449073
7.0,19.0,4.0,1.4723319780576454,10.488606746367418,39.64415407466268,3.55674300719054
38.0,56.0,7.0,1.3794887869124115,7.843666971858447,33.166060729597774,3.8654276783031962
17.0,7.0,4.0,1.256937256070458,9.485210121655635,22.361392270530448,3.1320616601392617
30.0,75.0,5.0,1.5687656633834075,7.660331441289872,40.547116494632874,3.787972178481373
37.0,85.0,7.0,1.4185929095554723,8.997812010252927,68.24368253853486,3.497416910618319
38.0,68.0,8.0,0.9159334194002653,6.60572274891571,23.70589389866699,2.7412439177992622
4.0,90.0,13.0,0.732457200245218,8.990261850595024,47.68575960763458,2.5317287445817938
14.0,7.0,3.0,5.767182554850925,13.348354241082802,41.5982941004348,7.874731812739312
1.0,59.0,13.0,0.498301159693262,9.793673671858992,50.19238109581957,1.2305945072785973
35.0,30.0,10.0,0.7864315364916695,7.806032236425593,27.79173473744305,4.606348384814529
44.0,25.0,10.0,0.8868838950810409,8.691813262284697,39.8985205932605,2.256272446334705
19.0,39.0,2.0,3.197878926288619,10.30730503869631,28.270394026772678,8.562646824123568
23.0,37.0,4.0,2.300076414815133,9.547688116011248,39.89672934823017,3.673102967563552
25.0,46.0,4.0,1.3115321356640763,8.265807504494418,25.681549276568205,9.80296027150993
43.0,88.0,7.0,1.1579581400427286,6.654651588480831,38.86965637339165,3.335739704467797
40.0,86.0,3.0,1.3511728333382746,7.892069589599633,29.1412875162056,3.698249523775346
33.0,23.0,15.0,0.8319420915435162,7.560503826621358,27.34860611202868,2.244473445581935
40.0,47.0,13.0,0.49584879755071903,9.526288121691108,37.077291146517524,3.575219004807829
21.0,53.0,3.0,1.5037602668368844,8.648395642407362,39.20964986113249,6.972811409297688
23.0,65.0,14.0,0.8371420008576438,7.376920285121678,33.65071007592589,1.7645203494797541
9.0,37.0,12.0,0.9212576681892749,9.50364616253369,45.43662969916652,2.5114774820225607
6.0,27.0,1.0,3.7472911115136167,12.597596736075745,46.072639083591945,9.741556195118775
17.0,64.0,11.0,0.5302138256335507,8.91535732729546,28.108827301690265,1.6871539823263257
31.0,26.0,8.0,1.3754096568999956,6.322748490424555,27.106039940026466,4.485894415569306
20.0,53.0,2.0,2.82046753658224,9.125866843035755,39.67997271395164,7.520966783963695
26.0,62.0,10.0,0.578192011163719,6.9447902483962505,24.955944762769683,1.0244432454835843
3.0,31.0,9.0,0.8815494182005176,11.643077271078242,42.63022429386801,2.2698947684209787
39.0,99.0,2.0,1.0948002465754396,7.078244129008695,69.82536708478052,4.514873664512649
42.0,23.0,4.0,1.3723744933282611,6.8846705605079,28.022936251321035,7.308230842274622
3.0,39.0,14.0,0.7099350949017061,11.92108145863992,33.85824351013234,2.0035332668737746
15.0,80.0,14.0,0.5745887397229508,7.773475578273725,25.6876944179165,1.1416704982504795
41.0,54.0,2.0,1.1003314143839673,8.185425706606422,36.47053278887735,5.229061334882786
25.0,83.0,7.0,0.6583292367022551,8.349549569939445,39.8816512457857,2.245664274252879
10.0,14.0,14.0,0.554714957154651,7.893342817399718,13.657614289049357,1.647209202831423
39.0,87.0,1.0,3.0024035004949923,6.730829517665663,38.05187905131021,9.02624463672733
23.0,93.0,8.0,1.7251974576923925,7.851586389929015,41.52680904048465,6.530663658487014
10.0,70.0,2.0,3.393915861025145,9.840801454283945,42.910667608254535,13.158112926203785
3.0,43.0,1.0,4.653935191199284,10.08965697016179,36.87551422008957,21.095417029595545
5.0,26.0,14.0,0.9727609786807261,9.794032153178666,20.159744218224994,2.8516268414467167
1.0,65.0,12.0,1.2725766225512132,11.894773255134746,37.18867998407572,4.958272797364719
8.0,62.0,5.0,1.3543908756540566,9.097684757052264,48.07374910998227,2.761607197633494
37.0,33.0,14.0,1.1168208760882383,9.075526111691651,38.60141739815548,2.817812898961655
5.0,22.0,13.0,0.6800156436853879,12.934165544145424,30.23689814607904,1.8354161341893964
3.0,53.0,5.0,1.5985366040522309,11.154570503772977,78.37944176477197,5.327413022662704
33.0,69.0,4.0,1.4444485328698926,7.4574832498227615,32.84446939716397,5.187796084242249
4.0,32.0,12.0,0.8859160385019618,10.981914983390906,40.785704131810235,2.830944681392374
48.0,88.0,10.0,0.9067700299281036,6.2834912108194025,27.57017256529305,2.297090238109467
38.0,26.0,2.0,2.8517291706653087,7.125477283391161,23.082204784688322,9.025097641466312
39.0,62.0,15.0,0.7433553412746746,6.3462502850240865,25.94820568145131,1.5293634739540949
15.0,70.0,9.0,1.0196727722712104,8.54888070287347,39.80182337681602,3.35083459175095
16.0,32.0,12.0,0.6620543827543581,7.802039204047176,22.3848660149223,2.5817746791197695
32.0,97.0,4.0,1.2219924457932339,8.047727533150765,33.231943288245965,4.013298894430261
31.0,87.0,3.0,1.9251837283500424,7.603618207856296,36.2167357383035,8.349680392823627
23.0,5.0,10.0,1.3594333392420344,15.323830505467276,23.406970797983316,2.7449995342601574
5.0,70.0,2.0,2.3328326920336826,10.43092112924295,49.54653868006915,8.755113560894591
11.0,40.0,7.0,1.6018513448067957,8.25286847832796,22.50788554214269,4.007667540241835
17.0,85.0,5.0,1.2488085112941438,9.460722353411779,41.671130041236104,3.7826293938462205
2.0,73.0,5.0,1.0335392335429634,11.563191094233927,43.642282873196606,3.0372243511049883
4.0,38.0,7.0,1.6330500932841858,10.793156348952254,34.33253966912669,4.0365334520391505
8.0,8.0,5.0,1.8298300010980852,8.96079804120064,18.738421076187166,6.569950016892469
1.0,6.0,9.0,2.6912620632860667,15.411222581439688,43.50494901122247,6.485618834781456
30.0,32.0,10.0,0.6349446440515392,6.660238179873161,22.349876629416084,2.1704439924240844
25.0,84.0,3.0,1.7189761582853054,8.666837262349437,30.133651067363417,3.92351728663798
5.0,95.0,11.0,1.0959375399713709,10.635939098002543,43.68610779739189,3.7099297323792952
5.0,17.0,2.0,1.7409548766612766,7.273467812594496,37.441882830665186,5.193082409551007
39.0,88.0,6.0,1.3235284926803141,8.559755877463992,30.80949889809384,5.1920926412863135
10.0,33.0,15.0,0.7303566553257849,8.45774021425629,35.031149775156315,2.3280160508929666
4.0,90.0,11.0,0.7546568686435255,11.91989751550035,46.89047942736911,1.8562601276315587
15.0,38.0,13.0,0.8545523118846726,7.625235422977329,17.259924806947684,2.2984566492684717
48.0,37.0,3.0,1.8517384368909642,9.995805197594832,34.688839600598854,5.683222778575643
18.0,70.0,13.0,0.6488900449899727,7.286419171072865,30.288267902206716,3.142024428678678
39.0,13.0,9.0,0.9107536990663547,7.930399399713839,35.04592312428839,2.505662327979181
10.0,29.0,3.0,2.266962971363109,8.861645903219557,32.68361962094315,5.6454017454356205
24.0,89.0,14.0,0.8095865495449125,7.5838642466759225,36.58673689569154,1.6714815111947279
38.0,27.0,3.0,2.8195981917509156,8.666027237778641,30.094811023796353,9.499717680381265
36.0,41.0,9.0,0.7800474840088587,7.151586158368964,36.71557668788514,2.6227381308845756
9.0,9.0,5.0,1.5156112161586042,12.060371647300384,35.69035978087829,3.912669663800034
38.0,83.0,4.0,0.6555613659983702,7.292829126004672,31.972534154652365,1.6991943092049724
29.0,86.0,10.0,0.6424366455623215,8.917051710046973,36.64147230846276,1.794085726088518
44.0,61.0,7.0,1.2980834590189276,9.504582690566062,30.84753187435029,2.75855316326192
41.0,100.0,8.0,1.2657986013414773,6.501105068110701,28.891987674021784,3.6042686773206807
42.0,36.0,12.0,0.9790077132718003,7.966299171996479,26.458070084967794,2.7994607081043785
26.0,91.0,1.0,3.387788304090351,9.643869921171252,34.14347037105216,10.672732358260555
25.0,18.0,12.0,1.7870378539603327,11.356100795389379,27.16436348907722,4.934116026773015
3.0,50.0,11.0,1.341147516550057,9.290168422707291,43.698799669570484,5.591406970868825
42.0,31.0,8.0,1.0406292425512325,9.448478083225432,23.50919660315464,2.553193172351843
50.0,12.0,3.0,1.7389897830210501,8.537829326160988,23.986927370360707,3.707955202019956
4.0,18.0,15.0,0.992248470475762,10.658440558862875,20.25426651743624,2.5515785424733197
22.0,39.0,2.0,1.4008721504935544,10.000504833084374,34.65213435200742,3.5737204701989587
45.0,23.0,2.0,3.984634343019546,9.89134492399613,61.76246851347674,10.34382003605043
14.0,32.0,14.0,0.5221153329933821,10.764358983744975,30.01610660631894,1.2663727598832222
22.0,29.0,7.0,0.8130667611726301,9.68005421471119,35.014815397663,3.250290732481484
8.0,98.0,11.0,0.8095611743945966,9.424878107552054,28.485813359869017,3.0703203143255946
28.0,63.0,5.0,0.9218474825825785,6.251876909157184,25.750493165248457,2.051688841380452
20.0,79.0,9.0,0.8739653078380497,9.56918144676635,40.771558904828396,4.2328785888216895
44.0,51.0,15.0,0.8333840166106863,8.304671032102005,61.28080565589514,2.669245953636075
46.0,23.0,4.0,0.871695944358313,13.620136066046856,28.43830814090235,2.172124693050244
31.0,11.0,6.0,1.3510399819064123,14.486663038686574,56.05564149761116,3.7937099591707333
29.0,60.0,10.0,0.9634372369674084,6.348388117408658,24.475981953055122,2.4447634049718334
40.0,40.0,1.0,4.313170885764957,6.510826542946859,24.99273698555056,10.513787016370477
17.0,77.0,4.0,1.0412085710510839,9.224203811504582,37.792005926263826,3.7629410516407695
39.0,39.0,7.0,0.6693793858802176,11.734396261639596,59.2759243421729,2.0731158461398693
26.0,76.0,8.0,0.5488292634738954,8.782453280295352,40.30576091133745,2.092893006209003
23.0,79.0,3.0,1.5151308650060453,8.319404445286432,32.62361894295633,6.691522529666067
45.0,31.0,8.0,1.210690444490958,10.211731956247645,30.434720835666884,3.3103070309952862
17.0,65.0,12.0,0.43227757738109795,9.47064301627356,41.51370508071338,1.0992457636774111
7.0,71.0,14.0,0.8093653844991526,11.06819546584705,37.365591686392705,3.418811018557318
9.0,84.0,7.0,1.5043356257885543,9.538463620488486,29.434168171793747,3.9341458288839526
39.0,31.0,6.0,0.571611530158964,8.787767271355609,34.600861864817375,2.542037219671918
34.0,65.0,3.0,2.5915326519941124,8.43664733071988,70.78057561323276,6.187433361349471
30.0,28.0,14.0,1.0165408029896743,4.903543997395197,9.107353629984564,3.382961190357196
44.0,100.0,8.0,0.9995495342198901,7.344391252901341,33.49129134217071,5.021672215572481
40.0,85.0,12.0,0.8741520496175933,8.249682234137731,38.093910808793886,2.0189710090750905
29.0,87.0,3.0,2.0041571126279214,9.834579657768243,63.91101566435804,6.094100267507264
2.0,14.0,5.0,1.344878486564999,9.588835926439968,37.64166369035753,2.442140451132718
16.0,35.0,7.0,1.0586429817747554,9.524189537123947,40.14880864717279,3.158102256891166
37.0,74.0,14.0,0.5666990457415699,7.379727647461077,35.22024585687063,1.9056150880514884
15.0,49.0,6.0,1.7282048068382647,6.902802838838603,32.25916164032649,5.780584569163234
17.0,75.0,11.0,0.9939771034184228,9.736917050118759,37.16156565010844,2.097130975643736
7.0,92.0,3.0,2.746287166419979,8.927277203239045,44.26359401055677,5.238522461429806
