,workload,cpu,memory,start,end,cpu_util_avg,runtime,total CPU power (W),total DRAM power (W),total power (W),total CPU dynamic power (W),total DRAM dynamic power (W),total dynamic power (W),proportional CPU dynamic power (W),proportional DRAM dynamic power (W),proportional dynamic power (W),proportional CPU static power (W),proportional DRAM static power (W),proportional static power (W),proportional CPU static energy (J),proportional DRAM static energy (J),proportional static energy (J),proportional CPU dynamic energy (J),proportional DRAM dynamic energy (J),proportional dynamic energy (J),proportional total energy (J),CPU Embodied Carbon (gCO2e),Memory Embodied Carbon (gCO2e),Total Embodied Carbon (gCO2e)
0,faiss,48,96,2025-02-17 08:29:07.127724,2025-02-17 08:34:23.045203,41.45800197368421,1.05294,325.5435123350654,38.01644675387183,363.5599590889372,290.043729001732,35.20563008720516,325.2493590889372,145.021864500866,17.60281504360258,162.6246795444686,17.74989166666667,1.4054083333333331,19.155300000000004,18.689570931500004,1.4798106504999995,20.169381582000003,152.69932200754184,18.5347080720109,171.23403007955272,191.40341166155272,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
1,faiss,48,96,2025-02-17 08:29:07.127724,2025-02-17 08:34:23.045203,41.45800197368421,1.05294,325.5435123350654,38.01644675387183,363.5599590889372,290.043729001732,35.20563008720516,325.2493590889372,145.021864500866,17.60281504360258,162.6246795444686,17.74989166666667,1.4054083333333331,19.155300000000004,18.689570931500004,1.4798106504999995,20.169381582000003,152.69932200754184,18.5347080720109,171.23403007955272,191.40341166155272,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
