,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,octTree,nearestNeighbors,18,48,96,"[9.274, 9.536, 9.192, 9.431, 9.315, 9.328, 9.391, 9.384, 9.293, 9.263]",9.340239086208832,2024-11-15 00:33:37.106100,2024-11-15 00:35:10.513100,0.0,93.407,93.407
1,octTree,nearestNeighbors,18,48,96,"[9.271, 9.273, 9.064, 9.304, 9.132, 9.297, 9.212, 9.222, 9.13, 9.183]",9.208480191591402,2024-11-15 00:33:37.165500,2024-11-15 00:35:09.253500,0.0594,92.1474,92.088
