,0
503,1.9842417053554066e-05
504,1.9080553025529756e-05
505,1.8364004019307306e-05
506,1.821179784338818e-05
507,1.82036682692085e-05
508,1.8183493227059278e-05
509,1.8174176760573923e-05
510,1.841566999440532e-05
511,1.853024338875092e-05
512,1.8498556518812714e-05
513,1.855971831243536e-05
514,1.8697552084638948e-05
515,1.8878979445111605e-05
516,1.9460777523318753e-05
517,1.8928425528879774e-05
518,1.892467392920086e-05
519,1.8997980186926943e-05
520,1.8983590152175647e-05
521,1.8750009760272172e-05
522,1.89492378933215e-05
523,1.9036577950146656e-05
524,1.8654856248491938e-05
525,1.866491494912373e-05
526,1.8543267538357992e-05
527,1.8487521295698375e-05
528,1.8865563621234126e-05
529,1.8331273534588007e-05
530,1.825439351515557e-05
531,1.8235460042799696e-05
532,1.81925918035034e-05
533,1.814085647304313e-05
534,1.8296591938212858e-05
535,1.841142821118886e-05
536,1.870799645067512e-05
537,1.877187864361774e-05
538,1.910190836440659e-05
539,1.9102060620229056e-05
540,1.9049745519627914e-05
541,1.9051663942991055e-05
542,2.0595461854939088e-05
543,2.0643422439017552e-05
544,1.9459088030322013e-05
545,1.9375754953126632e-05
546,1.9579974313237057e-05
547,2.0017358709266173e-05
548,1.933142236544134e-05
549,1.9198058972796296e-05
550,1.9129274906336125e-05
551,1.9048901687719636e-05
552,1.9413743545284762e-05
553,1.8518177565401816e-05
554,1.8382734497866826e-05
555,1.8367063399143773e-05
556,1.8328301416179804e-05
557,1.84010920706567e-05
558,1.86465313263716e-05
559,1.8698693697835532e-05
560,1.9255380090335102e-05
561,1.949892871432903e-05
562,1.973436903235748e-05
563,1.955886208245577e-05
564,1.9718842253050032e-05
565,1.9597151120227926e-05
566,1.993629479725083e-05
567,2.1721253346434662e-05
568,2.134188081321067e-05
569,2.1075512747295114e-05
570,2.042199109608499e-05
571,2.0317075674086547e-05
572,2.046350611897092e-05
573,2.0567973594672328e-05
574,2.0249243806249812e-05
575,2.0063574637009347e-05
576,2.06548641397005e-05
577,2.0344278344679784e-05
578,1.9288738799644582e-05
579,1.9333549220070755e-05
580,1.926240003726565e-05
581,1.9265273356797897e-05
582,1.9472704753231358e-05
583,1.9581378598175808e-05
584,1.9494867465974263e-05
585,1.9545595994287397e-05
586,1.9777541088928692e-05
587,2.0152208946881728e-05
588,2.0054250409449505e-05
589,2.0006801742880738e-05
590,2.050000885021698e-05
591,2.0832502732078463e-05
592,2.07070502942475e-05
593,1.9983286642331227e-05
594,1.9735414019388997e-05
595,1.975705183025369e-05
596,1.975024601121815e-05
597,1.995700209984923e-05
598,1.9665556589518573e-05
599,1.9562094729697685e-05
600,1.9745924973458512e-05
601,1.9762745250903732e-05
602,1.9330401823235706e-05
603,1.9275362137595252e-05
604,1.9165596477838124e-05
605,1.9185887606184834e-05
606,1.951378957038238e-05
607,1.9533568970711587e-05
608,1.9775971457771834e-05
609,1.9922836014305336e-05
610,2.0247593265179615e-05
611,2.0227621859249514e-05
612,2.0020061890476093e-05
613,2.0108268933333984e-05
614,1.9980214180548922e-05
615,2.292518818880635e-05
616,2.2951889502205705e-05
617,2.090413257251724e-05
618,2.0651179586129468e-05
619,2.056652024106817e-05
620,2.055226871899801e-05
621,2.0923261435878357e-05
622,2.0623939116153134e-05
623,2.0621324031035397e-05
624,1.9866873680864803e-05
625,1.9621450515094865e-05
626,1.9617235231713332e-05
627,1.954148502813091e-05
628,1.951184422594005e-05
629,1.95421095145578e-05
630,2.020667235789929e-05
631,2.0177633739048662e-05
632,2.0306202224141355e-05
633,2.058392378275977e-05
634,2.1001695481651088e-05
635,2.047747020291264e-05
636,2.0623207336142994e-05
637,2.0775370482735412e-05
638,2.2102847431732615e-05
639,2.2250766984595242e-05
640,2.295816320428721e-05
641,2.17765245649762e-05
642,2.1028754893655404e-05
643,2.1056227301145228e-05
644,2.0804302073291032e-05
645,2.06731172635615e-05
646,2.0530309512201657e-05
647,2.035175047484807e-05
648,1.8714548416917616e-05
649,1.8616705746214872e-05
650,1.84548626334412e-05
651,1.847007597553217e-05
652,1.839701358053225e-05
653,1.8483141551680895e-05
654,1.903805566196981e-05
655,1.895706698789722e-05
656,1.8688926775997845e-05
657,1.871484855198331e-05
658,1.8745988903332192e-05
659,1.874625838714194e-05
660,1.878993722130557e-05
661,1.8782301846696005e-05
662,1.916384600733357e-05
663,1.9273436089965235e-05
664,1.8877507287202868e-05
665,1.8863662601450337e-05
666,1.899299204417e-05
667,1.8967595136864242e-05
668,1.9066260997990215e-05
669,1.892639071498168e-05
670,1.880148138297307e-05
671,1.868358322415282e-05
672,1.859418475884532e-05
673,1.8386950812938023e-05
674,1.836548969232627e-05
675,1.8390304113033616e-05
676,1.8253968512004445e-05
677,1.8286798916749817e-05
678,1.8810360838340867e-05
679,1.9016029910870143e-05
680,1.8869481219321727e-05
681,1.8973935074124257e-05
682,1.8982079560616774e-05
683,1.9164850971512354e-05
684,1.9424256672133755e-05
685,1.9530667813409817e-05
686,2.0272348901101988e-05
687,2.010885023768216e-05
688,1.933115859641385e-05
689,1.928032834467535e-05
690,1.954015262253518e-05
691,1.9506114507531664e-05
692,1.9168796787847297e-05
693,1.907757463963799e-05
694,1.899822801155212e-05
695,1.89403956332986e-05
696,1.8715592885304314e-05
697,1.86659070932569e-05
698,1.8612133040842795e-05
699,1.8625561633288042e-05
700,1.8560273095732807e-05
701,1.8664415027429632e-05
702,1.864785309674716e-05
703,1.8870469318172894e-05
704,2.015811394484595e-05
705,2.0151352767492627e-05
706,2.0057455192208255e-05
707,2.035491249995151e-05
708,2.0308791611577087e-05
709,2.089950923772013e-05
710,2.2384070608013347e-05
711,2.1291657524212713e-05
712,2.0728929116107434e-05
713,1.9636090213506986e-05
714,1.9492657976185397e-05
715,1.942048287436518e-05
716,1.9541769174244315e-05
717,1.930812379693695e-05
718,1.9117033808227997e-05
719,1.90832001924758e-05
