,0
561,1.3178345849335893e-05
562,1.3287046120020844e-05
563,1.3212345677883278e-05
564,1.3387688396539804e-05
565,1.3275118339842109e-05
566,1.3395709850460159e-05
567,1.4340188199258654e-05
568,1.4256959751959549e-05
569,1.4032847306903607e-05
570,1.3645992474147898e-05
571,1.3605507645363592e-05
572,1.3654922427365412e-05
573,1.3713933125197566e-05
574,1.3577759203162293e-05
575,1.348437181033472e-05
576,1.3216433759539704e-05
577,1.3065985494124773e-05
578,1.2596437036041275e-05
579,1.2621977580778595e-05
580,1.2623461823755781e-05
581,1.2612566130991428e-05
582,1.2696931851126573e-05
583,1.2853721881989476e-05
584,1.2760433731915706e-05
585,1.2713697108057223e-05
586,1.281140755150187e-05
587,1.311580811210302e-05
588,1.3072063019424715e-05
589,1.2954048405211097e-05
590,1.3061479711436179e-05
591,1.3275709810281892e-05
592,1.3409899444641175e-05
593,1.2916927489062033e-05
594,1.2784037608230791e-05
595,1.2800885859918856e-05
596,1.2830274507637613e-05
597,1.2967776526932618e-05
598,1.2790743099705304e-05
599,1.2737405060677545e-05
600,1.2843660468990365e-05
601,1.2866983434564874e-05
602,1.262644850022434e-05
603,1.2584190791788972e-05
604,1.2547401590138756e-05
605,1.2574826778394787e-05
606,1.2709486009522188e-05
607,1.2703992305203346e-05
608,1.2838616167458837e-05
609,1.2908254465999712e-05
610,1.3106798609432014e-05
611,1.3074875165400133e-05
612,1.2999869574826117e-05
613,1.2975265830147378e-05
614,1.293802238085143e-05
615,1.426290161355272e-05
616,1.41645435689411e-05
617,1.335810119488343e-05
618,1.3289660267196726e-05
619,1.3262204989677589e-05
620,1.3314506541310651e-05
621,1.3574203037910177e-05
622,1.3357568981328496e-05
623,1.3348778780277017e-05
624,1.3024838939205399e-05
625,1.2790318629102027e-05
626,1.2764267074147213e-05
627,1.2732807299408934e-05
628,1.2758854027320023e-05
629,1.2761861275557352e-05
630,1.3111052353559764e-05
631,1.3109835938542389e-05
632,1.3073168030722523e-05
633,1.3209820934498997e-05
634,1.3412932801069012e-05
635,1.3125437196747655e-05
636,1.3156683407599892e-05
637,1.3162408430780323e-05
638,1.3794905657905614e-05
639,1.3869365447342732e-05
640,1.4405053595461075e-05
641,1.3786289501361541e-05
642,1.3354999743898562e-05
643,1.336424261631772e-05
644,1.3259336014360433e-05
645,1.3174243820151702e-05
646,1.3105089804070729e-05
647,1.3051925132018404e-05
648,1.2486682860326914e-05
649,1.2483196518947973e-05
650,1.2416790598077401e-05
651,1.2439128719798125e-05
652,1.2396695757799918e-05
653,1.2431540930949803e-05
654,1.315126390993969e-05
655,1.2761781842321293e-05
656,1.2532037714134986e-05
657,1.2535535418845397e-05
658,1.2550356982266303e-05
659,1.2584971392683127e-05
660,1.2590408560359658e-05
661,1.2579050550581375e-05
662,1.2734676966500881e-05
663,1.2829210298987424e-05
664,1.2607864882166395e-05
665,1.2561419987267271e-05
666,1.2654236999452454e-05
667,1.2607987104112046e-05
668,1.2724070174759255e-05
669,1.2585806598749098e-05
670,1.2554464447451517e-05
671,1.2478921761255368e-05
672,1.2442600068643586e-05
673,1.2355880464915724e-05
674,1.234711504892446e-05
675,1.236623823153412e-05
676,1.230007664534185e-05
677,1.2330060091841978e-05
678,1.281489730251727e-05
679,1.2919789448320135e-05
680,1.259162874547705e-05
681,1.2650713466219714e-05
682,1.266641000205624e-05
683,1.2706650212109874e-05
684,1.2840705594404501e-05
685,1.290831193379489e-05
686,1.3243197582046593e-05
687,1.3134658901888493e-05
688,1.2785368925907522e-05
689,1.2762385042586652e-05
690,1.2951655195668717e-05
691,1.292866012253128e-05
692,1.2714338767509288e-05
693,1.2689745788559637e-05
694,1.2632616179847552e-05
695,1.2638927236416666e-05
696,1.2541023407492337e-05
697,1.2657030853672742e-05
698,1.2526209730590596e-05
699,1.2527861429757339e-05
700,1.248337829784929e-05
701,1.2518767094224319e-05
702,1.2544642049483983e-05
703,1.262632789738768e-05
704,1.3510099185952963e-05
705,1.352685477132279e-05
706,1.3486910546149343e-05
707,1.3598240720408343e-05
708,1.3564234633801911e-05
709,1.3827500060728221e-05
710,1.4684414088454737e-05
711,1.401634922238213e-05
712,1.3301247700673117e-05
713,1.3261958028045264e-05
714,1.3168859331691961e-05
715,1.3119841522407795e-05
716,1.3178904597032246e-05
717,1.3054043320219886e-05
718,1.297779529934352e-05
719,1.2956588083876238e-05
