,workload,cpu,memory,start,end,cpu_util_avg,runtime,total CPU power (W),total DRAM power (W),total power (W),total CPU dynamic power (W),total DRAM dynamic power (W),total dynamic power (W),proportional CPU dynamic power (W),proportional DRAM dynamic power (W),proportional dynamic power (W),proportional CPU static power (W),proportional DRAM static power (W),proportional static power (W),proportional CPU static energy (J),proportional DRAM static energy (J),proportional static energy (J),proportional CPU dynamic energy (J),proportional DRAM dynamic energy (J),proportional dynamic energy (J),proportional total energy (J),CPU Embodied Carbon (gCO2e),Memory Embodied Carbon (gCO2e),Total Embodied Carbon (gCO2e)
0,x265,48,96,2025-02-15 23:30:37.759421,2025-02-15 23:35:37.266872,44.09289463087248,49.27123733333334,252.09233050366345,19.798628133286133,271.8909586369496,216.5925471703301,16.987811466619466,233.5803586369496,216.5925471703301,16.987811466619466,233.5803586369496,35.49978333333334,2.8108166666666663,38.31060000000001,1749.1182498985784,138.4924150838222,1887.6106649824003,10671.782796260532,837.0104905457292,11508.79328680626,13396.40395178866,0.0017461631151699645,0.002392923959918823,0.004139087075088787
