,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,parallelCK,nBody,6,48,96,"[31.593, 31.786, 31.929, 32.105]",31.852695095731633,2024-11-15 00:38:27.796900,2024-11-15 00:40:35.209900,0.0,127.413,127.413
1,parallelCK,nBody,6,48,96,"[33.045, 31.881, 31.935, 31.972]",32.20465151772348,2024-11-15 00:38:27.818200,2024-11-15 00:40:36.651200,0.0213,128.8543,128.833
