,Unnamed: 0,input,rounds,cpus,memory,geomean,start,end,Average CPU Dynamic Energy per Round,Average DRAM Dynamic Energy per Round,Average CPU Energy per Round Unscaled,Average DRAM Energy per Round Unscaled,Average CPU Energy per Round,Average DRAM Energy per Round,Average CPU Utilization,Average CPU Power,Average DRAM Power,CPU-seconds,Memory-seconds,CPU Embodied CI (gCO2eq/CPU-s),Memory Embodied CI (gCO2eq/GiB-s),Total Energy per Round,CPU Operational Carbon,Memory Operational Carbon,Total Operational Carbon,CPU Embodied Carbon,Memory Embodied Carbon,Total Embodied Carbon,Total Carbon Footprint,workload,Grid CI (gCO2eq/kWh)
0,0,3Dplummer_10000000,5,16,8,113.4,2024-10-31 21:30:51.452800,2024-10-31 21:40:20.799300,12722.68060448276,1385.2719367980294,16748.35603448276,1704.018546798029,13393.62650948276,1398.553045548029,815.755552427868,147.6927339901478,15.026618578465866,1814.4,907.2,1.8189199116353798e-05,1.2463145624577203e-05,14792.179555030789,0.5580677712284483,0.05827304356450121,0.6163408147929496,0.033002482876712334,0.01130656571061644,0.04430904858732877,0.6606498633802783,nBody,150
1,1,3Dplummer_10000000,5,80,96,17.267,2024-10-27 23:10:24.996300,2024-10-27 23:11:51.334400,4971.072651648449,271.61187094224806,5584.047410465116,320.1462423255814,5481.884950662338,295.8790566339148,7710.660872093023,323.3941860465116,18.54093023255814,1381.36,1657.632,1.8189199116353798e-05,1.2463145624577203e-05,5777.764007296253,0.2284118729442641,0.012328294026413115,0.2407401669706772,0.02512583209136648,0.02065930900795916,0.04578514109932564,0.28652530807000287,nBody,150
2,2,3Dplummer_10000000,5,96,96,16.89,2024-10-27 23:02:10.074600,2024-10-27 23:03:34.525300,4886.736709679212,267.7145000483871,5486.328050179212,315.1891935483871,5486.328050179212,291.45184679838707,8978.801182795698,324.8270011947432,18.661290322580644,1621.44,1621.44,1.8189199116353798e-05,1.2463145624577203e-05,5777.7798969775995,0.2285970020908005,0.012143826949932794,0.2407408290407333,0.029492695015220702,0.02020824284151446,0.04970093785673516,0.2904417668974685,nBody,150
3,3,3Dplummer_10000000,5,16,80,42.707,2024-10-28 01:20:50.779500,2024-10-28 01:24:24.320100,8106.747788331152,604.2499334237996,9622.83703514782,724.2914808071329,8359.429329467263,654.2672448335218,1602.5507414359463,225.322243078367,16.959549507273582,683.312,3416.56,1.8189199116353798e-05,1.2463145624577203e-05,9013.696574300784,0.3483095553944693,0.02726113520139674,0.375570690595866,0.012428898026593947,0.04258108481510549,0.05500998284169943,0.43058067343756545,nBody,150
4,4,3Dplummer_10000000,5,96,48,19.583,2024-10-28 04:12:18.944300,2024-10-28 04:14:02.213800,4876.153997680005,292.9794113653945,5571.346254696672,348.02363414872787,5571.346254696672,306.74046706122783,7661.012367906066,284.49911937377686,17.771722113502932,1879.968,939.984,1.8189199116353798e-05,1.2463145624577203e-05,5878.0867217579,0.232139427279028,0.012780852794217826,0.24492028007324584,0.03419511228437342,0.011715157476772578,0.045910269761146,0.2908305498343918,nBody,150
5,5,3Dplummer_10000000,5,48,48,21.109,2024-10-28 05:48:55.604200,2024-10-28 05:50:45.341800,5301.168468137215,312.97718139429224,6050.533394520548,372.3107104109589,5675.850931328882,327.8105636484589,4129.110867579908,286.6328767123288,17.637534246575342,1013.232,1013.232,1.8189199116353798e-05,1.2463145624577203e-05,6003.661494977341,0.2364937888053701,0.013658773485352455,0.2501525622907225,0.01842987859906139,0.012628057967481609,0.031057936566543,0.2812104988572655,nBody,150
6,6,3Dplummer_10000000,5,96,192,16.866,2024-10-27 21:59:32.005800,2024-10-27 22:00:56.337300,4885.090903940288,268.72712868992807,5483.830249640288,316.13436258992806,5483.830249640288,316.13436258992806,8983.599160671462,325.14112709832136,18.74388489208633,1619.136,3238.272,1.8189199116353798e-05,1.2463145624577203e-05,5799.964612230216,0.22849292706834531,0.013172265107913668,0.24166519217625898,0.02945078710045662,0.04035905550799087,0.0698098426084475,0.3114750347847065,nBody,150
7,7,3Dplummer_10000000,5,64,40,24.667,2024-10-31 20:09:41.224100,2024-10-31 20:11:58.980200,5223.469530916668,352.3995267378788,6099.142686400001,421.7339414545455,5807.251634572223,366.84419647051766,4653.513570909091,247.2592,17.09709090909091,1578.688,986.68,1.8189199116353798e-05,1.2463145624577203e-05,6174.095831042741,0.24196881810717596,0.015285174852938236,0.2572539929601142,0.028715070374598348,0.012297136524857834,0.041012206899456186,0.29826619985957037,nBody,150
8,8,3Dplummer_10000000,5,96,88,16.796,2024-10-31 19:20:18.549000,2024-10-31 19:21:42.531500,4862.75525214538,268.1010336281124,5459.009613012046,315.31151036144576,5459.009613012046,289.7391687975569,8989.355036144578,325.01843373493966,18.77301204819277,1612.416,1478.048,1.8189199116353798e-05,1.2463145624577203e-05,5748.748781809603,0.22745873387550192,0.01207246536656487,0.23953119924206678,0.029328555682394723,0.018421127464115086,0.047749683146509805,0.2872808823885766,nBody,150
9,9,3Dplummer_10000000,5,32,64,23.595,2024-10-28 03:08:29.054900,2024-10-28 03:10:27.034200,6688.324331689727,352.147522685484,7525.941719439727,418.46874193548393,6967.530127606394,374.2545957688173,3122.24869269949,318.9634125636672,17.735483870967744,755.04,1510.08,1.8189199116353798e-05,1.2463145624577203e-05,7341.784723375211,0.29031375531693304,0.015593941490367387,0.30590769680730046,0.013733572900811772,0.01882034694476154,0.03255391984557331,0.3384616166528738,nBody,150
10,10,3Dplummer_10000000,5,16,72,42.768,2024-10-31 19:44:41.177500,2024-10-31 19:48:15.021200,8272.03356841405,609.056512237939,9790.28830201405,729.269519437939,8525.07602401405,654.136389937939,1615.3976908665115,228.91620608899296,17.05175644028103,684.288,3079.2960000000003,1.8189199116353798e-05,1.2463145624577203e-05,9179.21241395199,0.3552115010005854,0.027255682914080794,0.3824671839146662,0.012446650684931507,0.038377714469178086,0.050824365154109596,0.4332915490687758,nBody,150
11,11,3Dplummer_10000000,5,32,40,30.581,2024-10-31 20:15:19.255200,2024-10-31 20:18:02.101600,6710.036952467947,432.7319317628204,7795.655826584614,518.6895162461537,7071.909910506836,450.6397618635149,2571.565833846154,254.9182769230769,16.96116923076923,978.592,1223.24,1.8189199116353798e-05,1.2463145624577203e-05,7522.549672370351,0.29466291293778485,0.01877665674431312,0.31343956968209796,0.017799804741670897,0.015245418253807819,0.03304522299547871,0.3464847926775767,nBody,150
12,12,3Dplummer_10000000,5,32,88,23.703,2024-10-31 19:27:43.916400,2024-10-31 19:29:42.437600,6705.469628464877,353.5013702845732,7546.920992814877,420.1261577345732,6985.953416581544,384.0377311991565,3107.1383347421806,318.3951817413356,17.724598478444634,758.496,2085.864,1.8189199116353798e-05,1.2463145624577203e-05,7369.9911477807,0.2910813923575643,0.016001572133298187,0.3070829644908625,0.01379643477295789,0.025996426785063104,0.039792861558020996,0.34687582604888345,nBody,150
13,13,3Dplummer_10000000,5,64,80,17.711,2024-10-28 00:34:41.023700,2024-10-28 00:36:09.582400,5089.770157315383,274.3590126531332,5718.506819932049,324.14138663646656,5508.9279323931605,295.1016684795221,6090.88791619479,322.8788221970555,18.301698754246885,1133.504,1416.88,1.8189199116353798e-05,1.2463145624577203e-05,5804.029600872683,0.22953866384971502,0.01229590285331342,0.24183456670302844,0.020617529955183494,0.01765878177255095,0.03827631172773444,0.2801108784307629,nBody,150
14,14,3Dplummer_10000000,5,80,88,17.209,2024-10-31 19:22:06.050800,2024-10-31 19:23:32.096600,4944.674924887063,269.1206660066433,5555.590696270397,317.49201002331,5453.77140103984,291.2908653476155,7606.010372960373,322.83053613053613,18.44918414918415,1376.72,1514.392,1.8189199116353798e-05,1.2463145624577203e-05,5745.062266387456,0.22724047504332667,0.01213711938948398,0.23937759443281065,0.0250414342074666,0.01887408802869472,0.043915522236161325,0.28329311666897194,nBody,150
15,15,3Dplummer_10000000,5,64,72,17.794,2024-10-31 19:38:28.871900,2024-10-31 19:39:57.846800,5114.805902717287,275.6586621679444,5746.48904735062,325.67433393461107,5535.927999139509,294.4145390804444,6303.385186020293,322.945321307779,18.30248027057497,1138.816,1281.168,1.8189199116353798e-05,1.2463145624577203e-05,5830.342538219953,0.23066366663081286,0.012267272461685182,0.24293093909249805,0.020714150980889568,0.015967383353548324,0.036681534334437896,0.27961247342693596,nBody,150
16,16,3Dplummer_10000000,5,16,32,50.236,2024-10-29 04:48:51.381700,2024-10-29 04:53:06.946300,8390.99239022911,696.9729383551287,10174.359505762444,838.1771244217953,8688.220242817999,720.5069693662398,1462.8499294394362,202.5312426499412,16.684790278322225,803.776,1607.552,1.8189199116353798e-05,1.2463145624577203e-05,9408.727212184238,0.3620091767840833,0.030021123723593324,0.3920303005076766,0.01462004170894639,0.02003515467508033,0.03465519638402672,0.4266854968917033,nBody,150
17,17,3Dplummer_10000000,5,64,96,17.745,2024-10-27 23:18:57.239000,2024-10-27 23:20:25.967700,5099.023572691176,277.80435972058825,5728.967227941176,327.68230147058824,5518.986009524509,302.74333059558825,6124.429083710407,322.8496606334841,18.466176470588238,1135.68,1703.52,1.8189199116353798e-05,1.2463145624577203e-05,5821.729340120098,0.22995775039685457,0.012614305441482843,0.2425720558383374,0.020657109652460683,0.021231217834379756,0.04188832748684044,0.28446038332517787,nBody,150
18,18,3Dplummer_10000000,5,64,32,27.553,2024-10-29 04:39:14.877100,2024-10-29 04:41:50.848500,5289.0097277858185,384.4222408126393,6267.135257969152,461.8686724293059,5941.093414574708,397.329979415417,4557.732802056556,227.45745501285347,16.762917737789202,1763.392,881.696,1.8189199116353798e-05,1.2463145624577203e-05,6338.423393990125,0.2475455589406128,0.016555415808975706,0.2641009747495885,0.032074688208185355,0.010988705644607223,0.04306339385279258,0.30716436860238105,nBody,150
19,19,3Dplummer_10000000,5,80,24,34.231,2024-10-31 20:28:00.020200,2024-10-31 20:31:17.992000,5755.7766573954905,456.10376127907807,6970.969740678825,552.3208265957447,6768.437560131602,468.1308944436614,4648.596783181358,203.6449341438703,16.135106382978723,2738.48,821.5440000000001,1.8189199116353798e-05,1.2463145624577203e-05,7236.568454575264,0.28201823167215007,0.01950545393515256,0.30152368560730264,0.049810757996152547,0.010239022508997655,0.0600497805051502,0.36157346611245283,nBody,150
20,20,3Dplummer_10000000,5,80,8,90.96,2024-10-31 20:57:58.896300,2024-10-31 21:05:37.360900,11833.520229739132,1164.8065359257157,15062.580521739132,1420.4784199257151,14524.4038064058,1175.459531092382,2449.190487218702,165.59565217391307,15.616517369455972,7276.799999999999,727.68,1.8189199116353798e-05,1.2463145624577203e-05,15699.863337498182,0.605183491933575,0.04897748046218258,0.6541609723957575,0.1323591641298833,0.009069181808092339,0.14142834593797565,0.7955893183337333,nBody,150
21,21,3Dplummer_10000000,5,96,16,48.638,2024-10-29 04:54:24.803200,2024-10-29 04:59:02.578800,7419.831479903011,626.3714891365257,9146.46994166968,763.083990169859,9146.46994166968,637.7641975559702,4382.73201301048,188.0519335019877,15.689049512106974,4669.248,778.208,1.8189199116353798e-05,1.2463145624577203e-05,9784.234139225651,0.38110291423623666,0.026573508231498757,0.4076764224677354,0.08492988159563673,0.009698919630210976,0.09462880122584771,0.5023052236935831,nBody,150
22,22,3Dplummer_10000000,5,16,64,42.576,2024-10-28 03:35:13.537000,2024-10-28 03:38:46.423200,8087.6440024,603.9523727529412,9599.0827776,723.6257031529411,8339.550464933334,643.8434828862745,1603.6181835294128,225.4576,16.996094117647058,681.216,2724.864,1.8189199116353798e-05,1.2463145624577203e-05,8983.393947819608,0.34748126937222223,0.026826811786928105,0.3743080811591503,0.01239077346524607,0.03396037683916794,0.04635115030441401,0.4206592314635643,nBody,150
23,23,3Dplummer_10000000,5,64,48,20.309,2024-10-28 05:17:27.275800,2024-10-28 05:19:13.492400,5078.995992830503,302.45914610911944,5799.96109254717,359.5440217924528,5559.639392641615,316.7303650299528,5399.494198113207,285.5857547169811,17.703679245283016,1299.776,974.832,1.8189199116353798e-05,1.2463145624577203e-05,5876.369757671568,0.23165164136006727,0.013197098542914698,0.24484873990298198,0.023641884470657876,0.012149473175497845,0.03579135764615572,0.2806400975491377,nBody,150
24,24,3Dplummer_10000000,5,32,16,52.932,2024-10-29 05:15:03.109900,2024-10-29 05:19:52.056200,7763.306641424958,693.6531076592721,9642.381172824958,842.4352554592721,8389.66481855829,706.0516199759388,1934.934762564992,182.16544194107453,15.915424610051993,1693.824,846.912,1.8189199116353798e-05,1.2463145624577203e-05,9095.71643853423,0.3495693674399288,0.02941881749899745,0.3789881849389262,0.030809302004058858,0.010555187587201928,0.04136448959126079,0.420352674530187,nBody,150
25,25,3Dplummer_10000000,5,64,8,89.933,2024-10-31 21:06:13.308100,2024-10-31 21:13:46.158400,11234.944258216636,1130.3692499267509,14427.546272733303,1383.154425210084,13363.345601227747,1140.9019655635564,2062.440411322424,160.42549756744802,15.37983193277311,5755.712,719.464,1.8189199116353798e-05,1.2463145624577203e-05,14504.247566791304,0.5568060667178228,0.047537581898481514,0.6043436486163044,0.10469179162438697,0.008966784603640815,0.11365857622802777,0.7180022248443322,nBody,150
26,26,3Dplummer_10000000,5,32,80,23.627,2024-10-28 01:01:02.130400,2024-10-28 01:03:00.268100,6675.683820454518,351.38227241327684,7514.437201271185,417.7934377966101,6955.268280726741,379.0535913229991,3106.307169491525,318.04449152542367,17.682881355932203,756.064,1890.16,1.8189199116353798e-05,1.2463145624577203e-05,7334.32187204974,0.28980284503028086,0.015793899638458297,0.30559674466873915,0.013752198640706917,0.023557339333750846,0.03730953797445776,0.3429062826431969,nBody,150
