,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,parallelFilterKruskal,minSpanningForest,14,48,96,"[9.989, 10.223, 11.02, 9.655, 9.445, 9.542, 10.04, 10.176]",10.000536609255095,2024-11-13 21:26:54.144700,2024-11-13 21:28:14.234700,0.0,80.09,80.09
1,parlayhash,removeDuplicates,21,48,96,"[7.604, 7.567, 7.318, 8.137, 8.106, 7.897, 7.938, 8.091, 7.886, 7.634, 7.748]",7.8074529563737105,2024-11-13 21:26:54.947500,2024-11-13 21:28:20.873500,0.8028,86.7288,85.926
