,Unnamed: 0,workload,cpu,memory,start,end
0,0,faiss,48,96,2025-02-17 10:02:48.000196,2025-02-17 10:07:32.787644
1,1,nearestNeighbors,48,96,2025-02-17 10:02:48.154100,2025-02-17 10:05:30.048100
